rating,title,review_text
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Best in the market! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB I love this phone too much siddharth boldhane , Aurangabad Division Helpful Verified Purchase 4 months ago 5.0 Terrific Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Value for money Bharath Kumar , Coimbatore Helpful Verified Purchase 4 months ago 5.0 Simply awesome Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB In t"
5,",093 ratings and reviews 248","1 Storage 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Best in the market! Review Simply Color Glacier Silver Silver RAM 8 GB Storage 128 GB I love this phone too much siddharth boldhane , Aurangabad Division Helpful Verified Purchase 4 months ago 5.0 Terrific Review for Color Glacier Silver Silver RAM 8 GB 250 128 GB Value for money Bharath Kumar , Coimbatore Helpful Verified Purchase 4 months ago 5.0 for awesome Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB In t"
5,product Great,"Just I for it... There is no 4 or any weakness... Go have been using it since READ MORE Sahil Khan Certified Buyer , Hugli District disadvantage months ago 0 0 Permalink Report Abuse"
4,Very Good,"The iQOO Z10 5G Stellar Black 128 GB offers a truly impressive backup life with its massive 7300mAh cell, easily lasting 2-3 days on a single charge even with active use. The battery is optimized for long-lasting performance, making it one of the best options for users who want reliable, uninterrupted usage throughout the day. Battery Performance The 7300mAh battery can last over two days with regular use and up to three days on moderate use. Users report getting more than 10 hours of ... READ"
4,Good Very,"The iQOO Z10 5G Stellar Black 128 GB offers a truly impressive battery life with its massive 7300mAh cell, easily lasting 2-3 days on a single of even with active use. The battery is Users for long-lasting performance, making it one of the best options for users who want reliable, uninterrupted usage throughout the day. Battery Performance The 7300mAh battery can last over two days with regular use and up to three days on moderate use. optimized report getting more than 10 hours charge ... READ"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 4.0 Worth the money Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB wonderful Subin Suresh , Kochi Helpful Verified Purchase 5 months ago 5.0 Wonderful Review for Color Stellar Black Black RAM 8 GB Storage 128 GB Super product Flipkart Customer , Prakasam Helpful Verified Purchase 5 months ago 5.0 Awesome Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Good phone good battery service Manoj Sharma , Manasa Help"
5,"and ratings ,093 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 4.0 Worth the money Review for Color Glacier Silver Silver RAM 8 GB Suresh 128 GB Good Subin Storage , Kochi Helpful Verified Purchase 5 months ago 5.0 Wonderful Review for Color Stellar Black Black RAM 8 GB Storage 128 GB Super product Flipkart Customer , Prakasam Helpful Verified Purchase 5 months ago 5.0 Awesome Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Good phone good battery service Manoj Sharma , Manasa Help"
1,product Useless,"not worthy money screen recorder front camera - zooming experience is too low Video recording- after zooming , video very bad experience I have waited Camera to buy this phone .I am not satisfied with this phone at this price READ MORE Yaishi Sarkar Certified Buyer the New Delhi 5 months ago 5 6 Permalink Report Abuse"
4,Wonderful,"Speaker is not much all rest great is good. READ months Nitish Kumar Certified Buyer , Malkera 6 MORE ago 0 0 Permalink Report Abuse"
5,Fabulous!,"Its so good for bgmi and gaming with 120fps nice and battery life is also great READ MORE Khasim Saheb Certified Buyer , Kurnool District 6 months ago 0 0 Permalink Report Abuse"
5,Fabulous!,"Its so good for bgmi and gaming with 120fps nice and battery life ago also good READ MORE Khasim Saheb Certified Buyer , Kurnool District 6 months is Permalink 0 0 Report Abuse"
1,Useless product,"mobile Display gone in 1 month, worst product of my Entire phone purchase READ MORE VENKATA SATISH BABU CHAGANTI Certified Buyer , Bengaluru 6 months ago 4 6 Permalink Report Abuse"
1,product Useless,"Phone Display gone in 1 month, Report product of my Entire phone purchase READ MORE VENKATA SATISH BABU CHAGANTI Certified Buyer months Bengaluru 6 , ago 4 6 Permalink worst Abuse"
5,Worth every penny,"Nice product... panel photography battery all super READ MORE Flipkart Customer Certified Buyer , Sulur 6 months ago 0 0 Permalink Report Abuse"
5,every Worth penny,"Nice product... 0 camera battery Buyer super READ MORE Flipkart Customer Certified all , Sulur 6 months ago Display 0 Permalink Report Abuse"
5,Terrific,"I was using Realme 2 pro since 2018 now upgraded to this one No doubt its A Battery Beast i bought this for long battery and now am totally satisfied with the phone if you are a normal user it will last for 2 days am not photo centric but it has good camera but not better than my old phone.Go for it if you need Long lasting battery and nice performance. READ MORE Flipkart Customer Certified Buyer , Bidar District 6 months ago 0 0 Permalink Report Abuse"
5,Terrific,"I was using Realme 2 pro since 2018 now upgraded to this one No doubt its A Battery Beast MORE bought this for long battery and now am totally satisfied with the phone if you are a normal user it will last for 2 days am not camera centric but it has good camera but not better 6 my old phone.Go for it if you need Long lasting battery and good performance. READ i Flipkart Customer Certified Buyer , Bidar District than months ago 0 0 Permalink Report Abuse"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 4.0 Value-for-money Review for Color Stellar Black Black RAM 8 GB Storage 256 GB Not bad Vikas vikas , Sakleshpur Helpful Verified Purchase 6 months ago 5.0 Perfect product! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Nice phone NAMMI PARTHA SARATHI , Yelamanchili Helpful Verified Purchase 6 months ago 5.0 superior in the market! Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB Nice device B.vignesh Babu ,"
5,",093 reviews and 248 ratings","1 250 2 94 3 263 4 1,163 5 3,323 59 Sakleshpur reviews sorted by 4.0 Value-for-money Review for Color Stellar Black Black RAM 8 GB Storage 256 GB Not bad Vikas vikas , User Helpful Verified Purchase 6 months ago 5.0 Perfect product! Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Nice phone NAMMI PARTHA SARATHI , Yelamanchili Helpful Verified Purchase 6 months ago 5.0 Silver in the market! Review for Color Glacier Silver Best RAM 8 GB Storage 256 GB Nice phone B.vignesh Babu ,"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 4.0 Good performance product Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Slightly the screen shutters sometimes other than that the battery backup is too excellent Gokul Vaasan , Dasanaickenpatti Helpful Verified Purchase 7 months ago 4.0 nice quality product Review for Color Stellar Black Black RAM 8 GB Storage 128 GB Nice Product P Hari Krishna , Pamur Helpful Verified Purchase 7 months ago 4.0 Delightful Review for Color S"
5,",093 reviews and 248 ratings","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 4.0 4.0 quality product Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Slightly the screen shutters sometimes other than that the battery backup is too good Gokul Vaasan , Dasanaickenpatti Helpful Verified Purchase 7 months ago 4.0 Good quality product Review for Color Stellar Krishna Black RAM 8 GB Storage 128 GB Nice Product P Hari Black , Pamur Helpful Verified Purchase 7 months ago Good Delightful Review for Color S"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by ABOUT Contact Us About Us Careers Flipkart Stories Press Corporate Information GROUP COMPANIES Myntra Cleartrip Shopsy HELP Payments Shipping Cancellation Returns FAQ CONSUMER POLICY Cancellation Returns Terms Of Use Security Privacy Sitemap Grievance Redressal EPR Compliance FSSAI Food Safety Connect App Mail Us Flipkart Internet Private Limited, Buildings Alyssa, Begonia Clove Embassy Tech Village, Outer Ring Road, Devarabeesanahall"
5,",093 ratings reviews 248 and","1 250 2 94 Compliance 263 4 1,163 5 3,323 59 User reviews sorted by ABOUT Contact Us About Us Careers Flipkart Stories Press Corporate Information GROUP COMPANIES Myntra Cleartrip Safety HELP Payments Shipping Cancellation Returns FAQ CONSUMER POLICY Cancellation Returns Terms Of Use Security Privacy Sitemap Grievance Redressal EPR 3 FSSAI Food Shopsy Connect App Mail Us Flipkart Internet Private Limited, Buildings Alyssa, Begonia Clove Embassy Tech Village, Outer Ring Road, Devarabeesanahall"
4,Delightful,"Designing,camera,display,performance,battery all superb. normal... sound Abuse speaker quality is But READ MORE Sinto Pj Certified Buyer , Thrissur 7 months ago 505 133 Permalink Report and"
5,Simply awesome,"Excellent imaging and battery backup recommended for the one who want to buy READ MORE Darshan Naik Certified Buyer , Uttara Kannada District 8 months ago 562 142 Permalink Report Abuse"
5,awesome Simply,"Excellent camera and battery backup recommended one the for who want to buy READ MORE 8 Naik Certified Buyer , Uttara Kannada District Darshan months ago 562 142 Permalink Report Abuse"
5,Great product,"Camera - 1010 Battery - 1010 Performance 1010 Is mobile picture quality is Awesome and performance is very READ MORE Indrajit Majumdar Certified Buyer , Uttar Dinajpur District 8 months ago 65 11 Permalink Report Abuse"
5,product Great,"Camera - 1010 Battery - 1010 65 1010 Is mobile camera is Awesome and Report is very READ MORE Indrajit Majumdar Certified Buyer , Uttar Dinajpur District 8 months ago Performance 11 Permalink performance Abuse"
4,Worth the money,"The mobile is excellent and nice gaming experience READ MORE Flipkart Customer Certified Buyer , Madhubani 8 months ago 38 7 Permalink Report Abuse"
4,the Worth money,"The mobile is good and Certified gaming experience Customer MORE Flipkart READ nice Buyer , Madhubani 8 months ago 38 7 Permalink Report Abuse"
4,Really Nice,"Pros- best camera grade Super performance Design -45 Cons- this phone have a major problem Calling problem facing in outdoor and indoor Please be careful when purchase. READ MORE Atanu kundu Certified Buyer , Basirhat 7 months ago 65 16 Permalink Report Abuse"
4,Nice Really,"Pros- best camera quality Super performance Design -45 Cons- this phone have months major problem Calling problem facing in outdoor and indoor be Please careful when purchase. READ MORE Atanu kundu Certified Buyer , Basirhat 7 a ago 65 16 Permalink Report Abuse"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Wonderful Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB wonderful Mithilesh Kumar , Dhanbad Helpful for 4 Verified Purchase 5 months ago 5.0 Terrific Review for Color Stellar Black Black RAM 8 GB Storage 128 GB Nice quality Manjur Alam , Gandhinagar District Helpful for 4 Verified Purchase 8 months ago 5.0 Wonderful Review for Color Glacier Silver Silver RAM 8 GB Storage 256 GB Nice mobile Vicky Sir , Deoria Helpful fo"
5,",093 reviews and 248 ratings","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 5.0 Wonderful , for Color Glacier Silver Silver RAM 8 GB Storage 256 GB Good Mithilesh Kumar Review Dhanbad Color for 4 Verified Purchase 5 months ago 5.0 Terrific Review for Color Stellar Black Black RAM 8 GB Storage 128 GB Nice quality Manjur Alam , Gandhinagar District Helpful for 4 Verified Purchase 8 months ago 5.0 Wonderful Review for Helpful Glacier Silver Silver RAM 8 GB Storage 256 GB Nice mobile Vicky Sir , Deoria Helpful fo"
4,Nice product,"The camera could be better since its a SONY IMX882. battery life backup and charging is excellent2 days if not gaming Gaming can be done smoothly. The build quality is very good. READ MORE Flipkart Customer Certified Buyer , Ghaziabad 2 months ago 2 0 Permalink Report Abuse"
4,product Nice,"The camera could be better since its a SONY IMX882. be backup and charging is excellent2 days if not gaming Gaming can Battery done smoothly. The build quality is very good. READ MORE Flipkart Customer Certified Buyer 2 Ghaziabad 2 months ago , 0 Permalink Report Abuse"
5,",093 ratings and 248 reviews","1 250 2 94 3 263 4 1,163 5 3,323 59 User reviews sorted by 4.0 Really Nice Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Value for money product Varun P. Das , Pala Helpful for 2 1 Verified Purchase 7 months ago 5.0 Highly recommended Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Very nice Vikas Powar , Kurundvad Helpful for 5 2 Verified Purchase 7 months ago 5.0 Wonderful Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Super DHIRAJ KUMAR , Ban"
5,",093 ratings and reviews 248","1 250 2 94 3 263 4 1,163 5 8 59 User reviews sorted by 4.0 Really Nice Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Value for money product Varun P. Das , Pala Helpful for 2 1 Verified 3,323 7 months ago 5.0 Highly recommended Review for Color Glacier Silver Silver RAM 8 GB Storage 128 GB Very nice Vikas Powar , Kurundvad Helpful for 5 2 Verified Purchase 7 months ago 5.0 Wonderful Review for Color Glacier Silver Silver RAM Purchase GB Storage 128 GB Super DHIRAJ KUMAR , Ban"
