comment_id,author,text,time,time_parsed,likes,is_reply,parent_id,scraped_at
Ugy0M2d5fVDRmfHA2IZ4AaABAg,@RajeshGujjanti,Tried very hard to sell a barely there upgrade.,2 days ago,1772469848.106295,3,False,,2026-03-04 22:14:08
UgxzT_NmAZMfsxNE9WJ4AaABAg,@bhavishyanegi9721,The real question are the cameras better than Oppo X9 pro and Vivo X300 pro ?,2 days ago,1772469848.108272,0,False,,2026-03-04 22:14:08
Ugzo54xts8DAQWQHJV54AaABAg,@Nik369,Israel is best,2 days ago,1772469848.110514,1,False,,2026-03-04 22:14:08
UgzbXoJt2TfBrYrJlTJ4AaABAg,@AbritoSinha10A,"4:32 i mean... Looking at this.. the sensor of s25 ultra here looks better... Like less haziness... S26 looks rather like a budget device camera here... I dont know how can you not spot the difference... 
Regardless, that 3x sensor is literally a trash if you compare it to other telephotos of flagships like vivo and oppo... Only sensor which is quite good is the 5x",2 days ago,1772469848.112822,6,False,,2026-03-04 22:14:08
UgyZjHloOFhKawKRfVF4AaABAg,@abhishekmalakar6248,Why not used UFS 4.1??? No Dolby Vision support and video recording even when it has 10-bit panel!!!,2 days ago,1772469848.115058,4,False,,2026-03-04 22:14:08
UgwV3agG6PTocY9Y7sB4AaABAg,@181990sandeep,I'm waiting for S26FE,2 days ago,1772469848.117419,0,False,,2026-03-04 22:14:08
UgyDUJym5fzvAo9jUnZ4AaABAg,@aususudievath,Bro shows shitty samples from scam26 Ultra and says scam25 Ultra is inferior. LOL,2 days ago,1772469848.119662,0,False,,2026-03-04 22:14:08
Ugzk1lAYMRePOUOXXWp4AaABAg.ATr6Yw730MkATrAusvvRby,@Anky_KarmaBeliever,Yeah seems like a paid review. It's not worth upgrading.,2 days ago,1772469848.461738,2,True,,2026-03-04 22:14:08
Ugzk1lAYMRePOUOXXWp4AaABAg.ATr6Yw730MkATrBmPicYwG,@prempunjabi13,"​ @Anky_KarmaBeliever  yup, all Indian youtubers released the video in the last one hour",2 days ago,1772469848.464151,0,True,,2026-03-04 22:14:08
Ugzk1lAYMRePOUOXXWp4AaABAg.ATr6Yw730MkATrsqE157lW,@MithunOnTheNet,"Basically, Samsung paid for this video to be made",1 day ago,1772556248.466686,0,True,,2026-03-04 22:14:08
Ugy0M2d5fVDRmfHA2IZ4AaABAg.ATr32-Q1i0WATrWefrKxBe,@Penne99,"collab mentioned in the description, these youtubers are sellouts.",1 day ago,1772556248.769224,0,True,,2026-03-04 22:14:08
UgxzT_NmAZMfsxNE9WJ4AaABAg.ATr2qNBd6D0ATr3k65IXgp,@jemson_isaac,"maybe in camera 

photos x9 pro & Vivo beats this",2 days ago,1772469849.035852,0,True,,2026-03-04 22:14:09
UgxzT_NmAZMfsxNE9WJ4AaABAg.ATr2qNBd6D0ATrPIkTfYyu,@Doraemonthegoatanime,No😊,2 days ago,1772469849.037924,0,True,,2026-03-04 22:14:09
UgzbXoJt2TfBrYrJlTJ4AaABAg.ATr2VYcnonvATrPXstvU-I,@Doraemonthegoatanime,True,2 days ago,1772469849.33147,1,True,,2026-03-04 22:14:09
UgzbXoJt2TfBrYrJlTJ4AaABAg.ATr2VYcnonvATsQXBiIFoT,@Pepex850,"Yeah, I mean! There is a clear difference even though he pretends there isn't",1 day ago,1772556249.334373,1,True,,2026-03-04 22:14:09
UgyZjHloOFhKawKRfVF4AaABAg.ATr1Y7ctV0oATr274CCCDK,@atifmalik9869,Samsung will never adopt dolby vision cause they have their own HDR format and they believe it's more superior than dolby,2 days ago,1772469849.64324,4,True,,2026-03-04 22:14:09
UgyZjHloOFhKawKRfVF4AaABAg.ATr1Y7ctV0oATr8piI9Fvf,@Coffee_13e,It is UFS 4.1,2 days ago,1772469849.645879,2,True,,2026-03-04 22:14:09
UgxVCTzm7HL_o_3sYHF4AaABAg,@Rockupyoushell,Again a paid review 😢,2 days ago,1772469850.024237,0,False,,2026-03-04 22:14:10
Ugz3Agkblo1ZKSGj8sR4AaABAg,@AK00500,6:39 don't mislead people by showing the secondary storage as ROM. It's not the same,2 days ago,1772469850.026321,1,False,,2026-03-04 22:14:10
UgynP9LZG4nQRtLyJMB4AaABAg,@SakthiVel-zf3nf,Right now I tested s26 ultra it's demo unit I am very disappointed it's not good as even chinese brand I'll skip it,2 days ago,1772469850.029697,0,False,,2026-03-04 22:14:10
UgzlpndKlzHHR5bnXhp4AaABAg,@ryandaniel2163,damn cant wait for the tamil version of this video to come and please give us the epic duo in that video the chemistry is too good,2 days ago,1772469850.031854,0,False,,2026-03-04 22:14:10
Ugwbl2FItqIb7WPNA8l4AaABAg,@Antonis24,Can you test whether they improved  the issue of blurry pictures of moving subjects taken by the cameras in auto mode?,2 days ago,1772469850.035023,1,False,,2026-03-04 22:14:10
UgzJ7JVWp1C04RDy8al4AaABAg,@GeekyAlii,over hyped over priced,2 days ago,1772469850.038205,1,False,,2026-03-04 22:14:10
UgxfTFqGXx1y0eVp3Rt4AaABAg,@vigneshwarks8173,Finally the video released 🎉,2 days ago,1772469850.042193,4,False,,2026-03-04 22:14:10
UgwUSZyA37KCHWtzlFt4AaABAg,@flexalphaa,"It's worth it. ?  
Bd 100k after  3 month.?",2 days ago,1772469850.045813,1,False,,2026-03-04 22:14:10
Ugw8MujVK_aLRtEFUVd4AaABAg,@tasleemmohammed7088,100th view,2 days ago,1772469850.049552,2,False,,2026-03-04 22:14:10
UgwjaDm66ATRmmTXTVh4AaABAg,@GuntasSingh,Looking for 3 in 1 Qi2.2 25W magsafe wireless chargers for S26 ultra,2 days ago,1772469850.05299,1,False,,2026-03-04 22:14:10
UgxkQwWCqNypNH7MhjN4AaABAg,@Bloxxerini,Third comment,2 days ago,1772469850.056755,2,False,,2026-03-04 22:14:10
Ugw6Ea8c4SxZLKZIbPJ4AaABAg,@UmashaSamarathunga-y8d7z,I am from Sri Lanka you is the best tech reviewer in india❤❤,2 days ago,1772469850.074599,13,False,,2026-03-04 22:14:10
Ugy6AFc0kg7UASsvw9h4AaABAg,@abhinavraj1491,first comment,2 days ago,1772469850.077763,3,False,,2026-03-04 22:14:10
Ugz3Agkblo1ZKSGj8sR4AaABAg.ATr0T6lK5jHATr1u1ys43E,@SupreetMathapati,"Yeah technically it’s flash storage (UFS), not ROM, but brands just use ROM as a common term
Most people don't even care abt that , why the heck r u so offended by it? Everybody does the same thing , there is no harm nor misinformation , it's just commonly used because u can't say Flash Storage instead of ROM , even the tech guys , international tech guys like mkbhd use ROM , so just don't fluff here spitting ur unnecessary knowledge which nobody wants kid , understood?🤡🤣🤫",2 days ago,1772469850.37904,0,True,,2026-03-04 22:14:10
UgwUSZyA37KCHWtzlFt4AaABAg.ATqycbPMrciATr-B42cOym,@Areh_Alamin,If this is your first flagship device then totally worth the money.,2 days ago,1772469850.73393,0,True,,2026-03-04 22:14:10
Ugw6Ea8c4SxZLKZIbPJ4AaABAg.ATqyRtoqWneATr3EeYmuCL,@rianp1675,He isn't,2 days ago,1772469851.02304,1,True,,2026-03-04 22:14:11
Ugw6Ea8c4SxZLKZIbPJ4AaABAg.ATqyRtoqWneATrJNYM3TXL,@myself714,​ @rianp1675 bro tell me who's better,2 days ago,1772469851.025171,0,True,,2026-03-04 22:14:11
Ugw6Ea8c4SxZLKZIbPJ4AaABAg.ATqyRtoqWneATr8OJ6ctU7,@Kachchapaapad,I am from India and he isn’t,2 days ago,1772469851.027524,1,True,,2026-03-04 22:14:11
Ugw6Ea8c4SxZLKZIbPJ4AaABAg.ATqyRtoqWneATrJJWODfWq,@myself714,Then who is,2 days ago,1772469851.030034,0,True,,2026-03-04 22:14:11
Ugw6Ea8c4SxZLKZIbPJ4AaABAg.ATqyRtoqWneATrJcHKVXRy,@Kachchapaapad, @myself714 sunny deol is,2 days ago,1772469851.032091,0,True,,2026-03-04 22:14:11
Ugw6Ea8c4SxZLKZIbPJ4AaABAg.ATqyRtoqWneATsViaYalIl,@SubhasisPradhan-s9q,Wronggf,1 day ago,1772556251.03466,0,True,,2026-03-04 22:14:11
