comment_id,author,text,time,time_parsed,likes,is_reply,parent_id,scraped_at,text_length,word_count,text_cleaned
Ugwm7u84nonHa7YaVMV4AaABAg,@roguepeople,"The main question is will this hardware obsolete once Apple figure out their AI? 
It just feels like a step towards housing better hardware in the future. For this price 17 pro max might be a waste of money",5 months ago,1759593212.820013,0,False,,2026-03-04 21:23:32,206,39,the main question is will this hardware obsolete once apple figure out their ai? it just feels like a step towards housing better hardware in the future. for this price 17 pro max might be a waste of money
UgwJXHBEGLgSyz0P-G94AaABAg,@TheodorVanBergen,I ve noticed no differneces between the images you compared after the intro between 16 Pro and 17 Pro,5 months ago,1759593212.823244,0,False,,2026-03-04 21:23:32,101,19,i ve noticed no differneces between the images you compared after the intro between 16 pro and 17 pro
Ugw5eRvQjVWFWiqXICh4AaABAg,@patrickm1092,Never buy a products on a promise of making it better with a software update!!!,5 months ago,1759593212.825973,0,False,,2026-03-04 21:23:32,79,15,never buy a products on a promise of making it better with a software update!!!
Ugx4gICG_7KnIObU1lJ4AaABAg,@Adrian-nj6bx,"Tech YouTubers need to stop assuming everyone buys a new iPhone every year. The comparison with last year iPhone is interesting, but how many people actually had that phone and planned to change it? Looking at the comments, most people DON’T have an iPhone 16 watching these reviews…and when you consider older models, then you’ll see the upgrades. This isn’t 2007 anymore; not every new iPhone will seem like a big jump ahead anymore (and same actually goes for all smartphones).",5 months ago,1759593213.345598,0,False,,2026-03-04 21:23:33,480,81,"tech youtubers need to stop assuming everyone buys a new iphone every year. the comparison with last year iphone is interesting, but how many people actually had that phone and planned to change it? looking at the comments, most people don’t have an iphone 16 watching these reviews…and when you consider older models, then you’ll see the upgrades. this isn’t 2007 anymore; not every new iphone will seem like a big jump ahead anymore (and same actually goes for all smartphones)."
UgyaGgMMSlTY96COzWp4AaABAg,@Mr_Pixxell,iPhone X anyone?😊,5 months ago,1759593213.349889,0,False,,2026-03-04 21:23:33,17,3,iphone x anyone?😊
Ugyz4cvJjVGPSd6BGK54AaABAg,@Metro_Chainz,"Yo, Arun , it's time to shine,
Get me that iPhone 17 Pro Max, make it mine!
With cameras sharp and a screen so bright,
I'll be grinding all night, with all the latest in sight!

I'm talking zoom, I'm talking speed,
I'm talking Apple, that's what I need!
So hook me up, don't be slow,
Get me that Pro Max, let's go!",5 months ago,1759593213.352602,0,False,,2026-03-04 21:23:33,314,63,"yo, arun , it's time to shine, get me that iphone 17 pro max, make it mine! with cameras sharp and a screen so bright, i'll be grinding all night, with all the latest in sight! i'm talking zoom, i'm talking speed, i'm talking apple, that's what i need! so hook me up, don't be slow, get me that pro max, let's go!"
Ugxf47mX3BB6h79Mdwd4AaABAg,@Future-t3po,Should i switch from android to iphone?,5 months ago,1759593213.356359,1,False,,2026-03-04 21:23:33,39,7,should i switch from android to iphone?
UgwXz3qOB_IdDJ4LZNB4AaABAg,@NickAaron-e3r1z,Getting the 16e at 500$,5 months ago,1759593213.359292,0,False,,2026-03-04 21:23:33,23,5,getting the 16e at 500$
UgyVe6wQRWx9Yw0DCRJ4AaABAg,@MohitSingh-db1kf,"Most funny part of vapour chambers is that it is not connected to a19 chip , only with battery and it lost the purpose of cooling down the chip so that it won’t throttle at high clock . Apple is just making fool out of their customer by doing that that been done before by many companies and that too not effective. Jeez",5 months ago,1759593213.361941,0,False,,2026-03-04 21:23:33,320,63,"most funny part of vapour chambers is that it is not connected to a19 chip , only with battery and it lost the purpose of cooling down the chip so that it won’t throttle at high clock . apple is just making fool out of their customer by doing that that been done before by many companies and that too not effective. jeez"
Ugzq9qic4DeQjQrgpYF4AaABAg,@kcity6541,"nah it’s a downgrade 

titanium > aluminium",5 months ago,1759593213.368289,0,False,,2026-03-04 21:23:33,43,7,nah it’s a downgrade titanium > aluminium
UgyNzHf76hcEl6PkAWd4AaABAg,@teh_hunterer,If you think the absence of 8k video is an obvious gap on a smartphone then you have no idea what you're talking about.,5 months ago,1759593213.372174,0,False,,2026-03-04 21:23:33,119,24,if you think the absence of 8k video is an obvious gap on a smartphone then you have no idea what you're talking about.
Ugz7H8uIKWTYGpZqmeB4AaABAg,@Prince_the_dev,And I'm still saving up for the iPhone 12😂,5 months ago,1759593213.37587,0,False,,2026-03-04 21:23:33,42,9,and i'm still saving up for the iphone 12😂
UgzS6SYvsmkojR54qM54AaABAg,@Sir_Rex,Mrwhosetheboss wearing a boss brand sweater is ironic 🔥😂,5 months ago,1759593213.378989,0,False,,2026-03-04 21:23:33,56,9,mrwhosetheboss wearing a boss brand sweater is ironic 🔥😂
UgyV6LEXevtVQkMzOJN4AaABAg,@legendscod6366,I always know i will just watch one perfect review and here is mrwhosetheboss,5 months ago,1759593213.382114,0,False,,2026-03-04 21:23:33,77,14,i always know i will just watch one perfect review and here is mrwhosetheboss
Ugz1VN17NpYkLoqKCKd4AaABAg,@waterstill7100,iPhone XS users here 😊,5 months ago,1759593213.386311,1,False,,2026-03-04 21:23:33,22,5,iphone xs users here 😊
UgyMT2-y369cN-OqLGB4AaABAg,@wendell2809,Vivo X200 Pro's camera crushes this phone's camera. too bad the Vivo is not available everywhere,5 months ago,1759593213.388941,0,False,,2026-03-04 21:23:33,96,16,vivo x200 pro's camera crushes this phone's camera. too bad the vivo is not available everywhere
Ugzf2cdxlvZZ3gD7tcZ4AaABAg,@George-x7j2x,"17 Pro Max here, I got 7.30 hrs screen time with 20% left by the time I went to bed yesterday. Am I crazy for expecting a bit more?",5 months ago,1759593213.393233,0,False,,2026-03-04 21:23:33,131,29,"17 pro max here, i got 7.30 hrs screen time with 20% left by the time i went to bed yesterday. am i crazy for expecting a bit more?"
Ugwuv0PZhg-3sUfnxQd4AaABAg,@Promises..,Me admiring on my XR😂😢💔💀,5 months ago,1759593213.395969,0,False,,2026-03-04 21:23:33,24,5,me admiring on my xr😂😢💔💀
UgwospXUONAU7Z4DZmV4AaABAg,@FullyB_A_D,"If they put a headphone jack in, I'd come back.",5 months ago,1759593213.401342,0,False,,2026-03-04 21:23:33,47,10,"if they put a headphone jack in, i'd come back."
UgzSfy3MPQo1x1EqK3t4AaABAg,@seanforeman1457,I'll keep my 15 pro. Next years 18 air will be fun to see.,5 months ago,1759593213.404731,0,False,,2026-03-04 21:23:33,58,14,i'll keep my 15 pro. next years 18 air will be fun to see.
Ugwp16kS9OJ8ClrP2j14AaABAg,@SergioRussoPlus,"Good review but not sure why the absolutely random screen scratch test was included. No scientific method at all. Check out the Jerry Rig test to see how the scratch resistance is actually an improvement over all previous generations. 

So yes within 10 seconds when using professional picks you can scratch it. But maybe mention the mohs hardness in use?",5 months ago,1759593213.408797,2,False,,2026-03-04 21:23:33,355,60,good review but not sure why the absolutely random screen scratch test was included. no scientific method at all. check out the jerry rig test to see how the scratch resistance is actually an improvement over all previous generations. so yes within 10 seconds when using professional picks you can scratch it. but maybe mention the mohs hardness in use?
UgwaNYPF94u8obhhmBN4AaABAg,@VINCEAKOKO,Watching on my OPPO,5 months ago,1759593213.41267,1,False,,2026-03-04 21:23:33,19,4,watching on my oppo
Ugx2xkSXugYbWOJplEt4AaABAg,@finnrooney3368,Did anyone else catch that the mic capturing aruns voice feels more muddy and compressed than regular videos?,5 months ago,1759593213.415511,0,False,,2026-03-04 21:23:33,109,18,did anyone else catch that the mic capturing aruns voice feels more muddy and compressed than regular videos?
Ugzo9YplmnVkgrAC4Zd4AaABAg,@fi5hii,Do you have your own discount code for the screen protector?,5 months ago,1759593213.902736,0,False,,2026-03-04 21:23:33,60,11,do you have your own discount code for the screen protector?
UgyfUsgFUbXMjNeuvtt4AaABAg,@rohullahpakrai7043,In your first video you said good things about 17 I already bought it now saying bad things hahah,5 months ago,1759593213.908026,0,False,,2026-03-04 21:23:33,97,19,in your first video you said good things about 17 i already bought it now saying bad things hahah
Ugw6TiFzX79cxWpKWb94AaABAg,@SCP-FOUNDATION-5000,iPhone 13 Pro Max users gather up,5 months ago,1759593213.911933,1,False,,2026-03-04 21:23:33,33,7,iphone 13 pro max users gather up
UgxlEhv4xm2aaEYQrHh4AaABAg,@guitargeartips1951,"As I am not a big user of the camera both Grok and Chatgpt told me to stay with my 13mini, especially as I like small phones.  I just put a new battery in it job done.   Until iPhone makes a difference like Starlink carrier there is nothing for me 😅",5 months ago,1759593213.915622,1,False,,2026-03-04 21:23:33,249,51,"as i am not a big user of the camera both grok and chatgpt told me to stay with my 13mini, especially as i like small phones. i just put a new battery in it job done. until iphone makes a difference like starlink carrier there is nothing for me 😅"
Ugw67agT0wyr7osOE9V4AaABAg,@EverFFC,Had my hands on the 17 pro max and the 17 today. I'm definitely going for the 17 base,5 months ago,1759593213.949008,0,False,,2026-03-04 21:23:33,85,19,had my hands on the 17 pro max and the 17 today. i'm definitely going for the 17 base
UgzOJ3ZWxr8ZJWoM17B4AaABAg,@jesubande,Seeing that Arun liked some of these comments just makes me happy. The effort he goes through for us. Hoping to be like him someday,5 months ago,1759593213.951847,0,False,,2026-03-04 21:23:33,131,25,seeing that arun liked some of these comments just makes me happy. the effort he goes through for us. hoping to be like him someday
Ugz8Fgm30pMHIKchFQ14AaABAg,@cantholdthis17,Lmao.. Apple didn't Demo anything. They gave you a polished video to watch. Not one demo. 🤷🏽‍♂️,5 months ago,1759593213.954781,0,False,,2026-03-04 21:23:33,95,17,lmao.. apple didn't demo anything. they gave you a polished video to watch. not one demo. 🤷🏽‍♂️
UgwaJrMe1C5Ln2xrSo94AaABAg,@sharyuchiha7106,Should I upgrade from my 16 pm to 17 pm ??,5 months ago,1759593213.957736,0,False,,2026-03-04 21:23:33,42,11,should i upgrade from my 16 pm to 17 pm ??
Ugy4dADCNVOFatL0mE94AaABAg,@FiftyEighty,You can't say these phones are designed for next gen Apple intelligence to come next year when next year there will be new iPhones,5 months ago,1759593213.961379,0,False,,2026-03-04 21:23:33,130,24,you can't say these phones are designed for next gen apple intelligence to come next year when next year there will be new iphones
UgxdQB58jQGJ9Ioz9CJ4AaABAg,@vivekail,Ths only best thing about the new iPhone 17 is that iPhone 15 price became justifying 😅,5 months ago,1759593213.964292,0,False,,2026-03-04 21:23:33,87,17,ths only best thing about the new iphone 17 is that iphone 15 price became justifying 😅
UgzyJmx86r5e6T7Ec6B4AaABAg,@Forged-By-Iron,What I learned from this video.. Destiny is on iPhone??????,5 months ago,1759593213.968351,0,False,,2026-03-04 21:23:33,59,10,what i learned from this video.. destiny is on iphone??????
Ugx6RcqMPMjwtD0v2CN4AaABAg,@phantomplaystation,I had a ad for the same phone un the video before thid on,5 months ago,1759593213.97226,0,False,,2026-03-04 21:23:33,57,14,i had a ad for the same phone un the video before thid on
Ugxk3vmoXkyyWvU0mUp4AaABAg,@barphung,"Yo sir can you give away me a iphone, if i get 1 million likes 😢!want to experience what having a iphone feels like,my life i have never touched an iphone!! Guys please make it the most like comments so i may have change to have an iphone by the way love your videos sir ❤",5 months ago,1759593213.976307,0,False,,2026-03-04 21:23:33,272,56,"yo sir can you give away me a iphone, if i get 1 million likes 😢!want to experience what having a iphone feels like,my life i have never touched an iphone!! guys please make it the most like comments so i may have change to have an iphone by the way love your videos sir ❤"
UgxBhe34aiR-ZY6y3Sh4AaABAg,@Rahmannugar,Boss Merch coming soon?,5 months ago,1759593213.981172,0,False,,2026-03-04 21:23:33,23,4,boss merch coming soon?
UgxXvlkGKUEGuNY2hih4AaABAg,@MarsPLAYStudio,7:07 You probably just removed the anti reflective coating.,5 months ago,1759593213.984356,0,False,,2026-03-04 21:23:33,59,9,7:07 you probably just removed the anti reflective coating.
UgyAX6qGD9qhe9ypmlV4AaABAg,@CoteDivoireMakingof,I think the 13 Pro max is the greatest IPhone ever made,5 months ago,1759593213.987045,0,False,,2026-03-04 21:23:33,55,12,i think the 13 pro max is the greatest iphone ever made
Ugx3pkSWKMOcJMZyRT94AaABAg,@ashu0102,"Thinking of upgrading from iphone XS MAX which one should i go for 16 pro max or 17 pro max....?
I am afraid that apple will downgrade speakers after 1 year, and also bettery degrades faster than android competitor.",5 months ago,1759593213.992198,0,False,,2026-03-04 21:23:33,215,39,"thinking of upgrading from iphone xs max which one should i go for 16 pro max or 17 pro max....? i am afraid that apple will downgrade speakers after 1 year, and also bettery degrades faster than android competitor."
Ugz6T_VS7LX1QHcF0194AaABAg,@Hater4Life85,Iphone 5s users gather up,5 months ago,1759593213.996428,0,False,,2026-03-04 21:23:33,25,5,iphone 5s users gather up
UgzJ6mbHJJFqodcTCfd4AaABAg,@DavidMulwa-t2j,Wow this video recorded with this phone,5 months ago,1759593214.000237,0,False,,2026-03-04 21:23:34,39,7,wow this video recorded with this phone
UgxIJCkpeBXI--VPgG14AaABAg,@oklagrowmie5587,I have a 12 pro max. What about me:P,5 months ago,1759593214.004439,0,False,,2026-03-04 21:23:34,36,9,i have a 12 pro max. what about me:p
UgwXXL1APFMmxRePT_94AaABAg,@power279,Iphone 17.. Less durable than last time😂,5 months ago,1759593214.401074,0,False,,2026-03-04 21:23:34,40,7,iphone 17.. less durable than last time😂
UgxiZFnUlT5nZ8WZ9uJ4AaABAg,@OwainJones-hk8yn,Im watching this YouTube video in 2k,5 months ago,1759593214.406036,0,False,,2026-03-04 21:23:34,36,7,im watching this youtube video in 2k
Ugz_5J0FsRoSAMpPJwF4AaABAg,@OwainJones-hk8yn,Guys now think about the iPhone 18,5 months ago,1759593214.410845,0,False,,2026-03-04 21:23:34,34,7,guys now think about the iphone 18
UgwFn8XlRIQ4Mc3aEIB4AaABAg,@tricky4amit,XS Max for the win 🏆,5 months ago,1759593214.415787,0,False,,2026-03-04 21:23:34,20,6,xs max for the win 🏆
Ugww78edQ2QqxGvKPWR4AaABAg,@danieln6700,Crazy ppl go from a 16 to a 17. Never owned an iPhone but they are so expensive it's crazy,5 months ago,1759593214.420954,0,False,,2026-03-04 21:23:34,90,20,crazy ppl go from a 16 to a 17. never owned an iphone but they are so expensive it's crazy
UgyhhtW8tZFrsX6y_r54AaABAg,@ShotsOfTech,Considering that the first ever base model iphone that has 120hz (iphone 17) cost $1k+ (AUD) and a 120hz samsung phone can cost $549 (AUD),5 months ago (edited),1759593214.425944,1,False,,2026-03-04 21:23:34,138,25,considering that the first ever base model iphone that has 120hz (iphone 17) cost $1k+ (aud) and a 120hz samsung phone can cost $549 (aud)
UgwT36v81iZDtemgKDV4AaABAg,@MajemiteEmmanuel,Iphone 11 pro max gather here lol,5 months ago,1759593214.430224,0,False,,2026-03-04 21:23:34,33,7,iphone 11 pro max gather here lol
UgyiB_sKKYYiHYQumVV4AaABAg,@tomaszprzetacznik7802,"My question is, who and why decided that the iPhone Pro (which is the flagship model) is only available in the horrible tic-tac color or the orange garbage-truck shade, in a silver-white version (if it were fully silver it would be fine, but it’s not), and in navy blue. There’s no black, graphite, or gray option, nor the mentioned uniform silver. Recently Apple has been struggling with color consistency across its products—for example, the iPhone Pro comes in completely different colors than the MacBook Pro, the keyboard is only silver with black keys, while the mouse is either white or black. Apple displays (I have a Studio Display) are only silver. The Studio Display has matched the Mac Studio since its release, but what about the rest of the peripherals and the flagship iPhone Pro?

It’s never good when design is decided by marketing team…
Shane on you Evans Hankaey
I am really starting to miss Jony Ive!",5 months ago,1759593214.435316,0,False,,2026-03-04 21:23:34,920,158,"my question is, who and why decided that the iphone pro (which is the flagship model) is only available in the horrible tic-tac color or the orange garbage-truck shade, in a silver-white version (if it were fully silver it would be fine, but it’s not), and in navy blue. there’s no black, graphite, or gray option, nor the mentioned uniform silver. recently apple has been struggling with color consistency across its products—for example, the iphone pro comes in completely different colors than the macbook pro, the keyboard is only silver with black keys, while the mouse is either white or black. apple displays (i have a studio display) are only silver. the studio display has matched the mac studio since its release, but what about the rest of the peripherals and the flagship iphone pro? it’s never good when design is decided by marketing team… shane on you evans hankaey i am really starting to miss jony ive!"
UgxH6B7Vxj1AXshJBbh4AaABAg,@ashfinashraf3089,What’s the game he’s playing,5 months ago,1759593214.441034,0,False,,2026-03-04 21:23:34,28,5,what’s the game he’s playing
Ugx-6M5k9zAOkTWydLR4AaABAg,@realiascailt,"7:20 they finally fixed it. Back in 2019 my friend bought the iPhone 11 and every time we were on a FaceTime call, I couldn't hear him. 6 years later and Apple did something about it 😂",5 months ago,1759593214.445084,1,False,,2026-03-04 21:23:34,184,37,"7:20 they finally fixed it. back in 2019 my friend bought the iphone 11 and every time we were on a facetime call, i couldn't hear him. 6 years later and apple did something about it 😂"
UgwwcomR5AssOLKKTjt4AaABAg,@conors4430,"Consider me stumped, but I don’t know how the video starts with. This phone isn’t special and Apple hasn’t demonstrated a good use case for it, and then the next logical jump is, but it’s coming, oh it’s definitely coming. Yeah, I might be cynical  but maybe, just maybe. It’s not. But the fanboys can’t bring themselves to not part with $2000 every year for the same thing.",5 months ago,1759593214.449724,0,False,,2026-03-04 21:23:34,374,68,"consider me stumped, but i don’t know how the video starts with. this phone isn’t special and apple hasn’t demonstrated a good use case for it, and then the next logical jump is, but it’s coming, oh it’s definitely coming. yeah, i might be cynical but maybe, just maybe. it’s not. but the fanboys can’t bring themselves to not part with $2000 every year for the same thing."
Ugwh12lZJVcnthpkN_B4AaABAg,@HyperHrishiHD,iPhone 13 series users reply 😅,5 months ago,1759593214.453566,0,False,,2026-03-04 21:23:34,30,6,iphone 13 series users reply 😅
UgydL9yJZZT75qF7NkB4AaABAg,@Matapagi,I challenge you to do camera comparison between IPhone 17 Pro Max vs Vivo X200!!! 🧐,5 months ago (edited),1759593214.458743,1,False,,2026-03-04 21:23:34,83,16,i challenge you to do camera comparison between iphone 17 pro max vs vivo x200!!! 🧐
UgwqIMiLrkQv8xxA3P54AaABAg,@whophd,"2:46 photographing signs and writing is always ""a special case"" — which you can prove by the fact that the ""Definition"" filter is mostly useless EXCEPT in those photos.",5 months ago,1759593214.463395,0,False,,2026-03-04 21:23:34,168,29,"2:46 photographing signs and writing is always ""a special case"" — which you can prove by the fact that the ""definition"" filter is mostly useless except in those photos."
UgzfTxJ6p7M-F61b_BF4AaABAg,@TestMIDI,why is the video so small. Literally,5 months ago,1759593214.469142,0,False,,2026-03-04 21:23:34,36,7,why is the video so small. literally
Ugw0ywHdONTHCYTZG8J4AaABAg,@Bharathsimhareddyellanki,Never buy a product which promises features later down the line why buy it when it is offering nothing new and for higher price compared to phones with same features that came in year ago. why make a phone slimmer by decreasing battery and features only to get a magsafe battery which makes it thicker than phone with similar battery life,5 months ago,1759593214.474137,0,False,,2026-03-04 21:23:34,338,61,never buy a product which promises features later down the line why buy it when it is offering nothing new and for higher price compared to phones with same features that came in year ago. why make a phone slimmer by decreasing battery and features only to get a magsafe battery which makes it thicker than phone with similar battery life
UgyefzgW_Xq_v4rCi3h4AaABAg,@whophd,"2:02 I'm confused … why is that better?  I mean it's nice to have the choice … but zooming out and darkening the midtones has always been easy?  Right?  The previous video at 2:01 looks more ""present"" and with you.  The face feels real and like it's there in real life, not on a screen.",5 months ago (edited),1759593214.477595,0,False,,2026-03-04 21:23:34,286,55,"2:02 i'm confused … why is that better? i mean it's nice to have the choice … but zooming out and darkening the midtones has always been easy? right? the previous video at 2:01 looks more ""present"" and with you. the face feels real and like it's there in real life, not on a screen."
UgyNgtlZVNtDKWyTiMV4AaABAg,@prathameshektare1447,"I think what’s most reviewers are ignoring are the sales numbers of base v Pro. The Pro and Pro Max have outsold the base iPhone for years now. It’s not only for power users. So, while logically 90% of people should buy a base iPhone, only half of them actually. The rest are buying Pros.",5 months ago,1759593214.480636,1,False,,2026-03-04 21:23:34,288,55,"i think what’s most reviewers are ignoring are the sales numbers of base v pro. the pro and pro max have outsold the base iphone for years now. it’s not only for power users. so, while logically 90% of people should buy a base iphone, only half of them actually. the rest are buying pros."
Ugz6ZqqxzL9PqtoM7IZ4AaABAg,@julien5664,"My iPhone 15 pro max heats up and I like playing games on it mobile style lol Roblox, Minecraft, puzzle games and simple stuff even if I lower the graphics on any of them very very low. And the fact it overheats causes the screen to dim so much and I literally can’t use it at all outside of its hot and I live in a very hot state. I’m kind of tired of it plus the overheating causes faster battery degradation and it sucks. Which is why I’m happ T-Mobile and most carriers are offering 24 months for a loan depending on your type of coverage. And I would only have to pay 99 dollars over a course of 24 months. As long as I don’t pay it off early. Which is fine for me since I like upgrading every two years. Minimum. Plus I think there’s enough other small features that makes me happy. If they had a 17 plus would’ve make me happy tbh but they didn’t go through with it this year. I love that sage color green is my favorite color and I’m happy that they offer many of the features across all devices in this series with good power and battery. I’m sad the air took the place of the plus model this year.",5 months ago,1759593214.48411,0,False,,2026-03-04 21:23:34,1107,220,"my iphone 15 pro max heats up and i like playing games on it mobile style lol roblox, minecraft, puzzle games and simple stuff even if i lower the graphics on any of them very very low. and the fact it overheats causes the screen to dim so much and i literally can’t use it at all outside of its hot and i live in a very hot state. i’m kind of tired of it plus the overheating causes faster battery degradation and it sucks. which is why i’m happ t-mobile and most carriers are offering 24 months for a loan depending on your type of coverage. and i would only have to pay 99 dollars over a course of 24 months. as long as i don’t pay it off early. which is fine for me since i like upgrading every two years. minimum. plus i think there’s enough other small features that makes me happy. if they had a 17 plus would’ve make me happy tbh but they didn’t go through with it this year. i love that sage color green is my favorite color and i’m happy that they offer many of the features across all devices in this series with good power and battery. i’m sad the air took the place of the plus model this year."
Ugw76k3YfiahgYv3kAJ4AaABAg,@rfm_gade,I have the iPhone 13 now and gonna change to the 17pro… think for me it’s gonna be a great upgrade,5 months ago,1759593214.487261,0,False,,2026-03-04 21:23:34,98,21,i have the iphone 13 now and gonna change to the 17pro… think for me it’s gonna be a great upgrade
UgyefzgW_Xq_v4rCi3h4AaABAg.ANPG0BnxbDsANWJu5DM5XZ,@saadjameel1820,"Exactly my thought, not the best comparison 😅",5 months ago,1759593214.796028,0,True,,2026-03-04 21:23:34,45,8,"exactly my thought, not the best comparison 😅"
Ugz6ZqqxzL9PqtoM7IZ4AaABAg.ANPFfa3W5J6ANPFpwf4p8M,@julien5664,I have 940 cycles and like 85% maximum capacity but that’s due to how often I charge it and use games on it and use my phone. And how often I have to charge it….i think pro max is the best for me I have huge hands too sadly so anything smaller feels less then ideal trust me I tried holding the 17 recently and it’s way too small.,5 months ago,1759593215.093827,0,True,,2026-03-04 21:23:35,330,69,i have 940 cycles and like 85% maximum capacity but that’s due to how often i charge it and use games on it and use my phone. and how often i have to charge it….i think pro max is the best for me i have huge hands too sadly so anything smaller feels less then ideal trust me i tried holding the 17 recently and it’s way too small.
Ugx3ymaiYdVTXmHiR5N4AaABAg,@aravindvenu1560,Scratch resistance have increased substantially. JerryRigEverything scratch test showed no scratches at level 6 with no deeper grooves at level 7!😮,5 months ago,1759593215.492455,1,False,,2026-03-04 21:23:35,147,21,scratch resistance have increased substantially. jerryrigeverything scratch test showed no scratches at level 6 with no deeper grooves at level 7!😮
UgwNu9MEXryqEet30Sp4AaABAg,@Sub2R3LV0,"4:28 when I click off one of my contacts in iMessage it only shows abt 8 contacts for a second 
I know how fix it btw
1.u get google photos
2.u buy an android 
3. Get google photos and u have ur photos and no messages problem :)",5 months ago,1759593215.496438,0,False,,2026-03-04 21:23:35,228,48,4:28 when i click off one of my contacts in imessage it only shows abt 8 contacts for a second i know how fix it btw 1.u get google photos 2.u buy an android 3. get google photos and u have ur photos and no messages problem :)
UgyqC1IWLv3uY9AzUVR4AaABAg,@SXZFIRE,im going from iPhone 12 Pro to iPhone 17 pro max or air or pro idk,5 months ago,1759593215.499508,0,False,,2026-03-04 21:23:35,66,16,im going from iphone 12 pro to iphone 17 pro max or air or pro idk
Ugz5DLVNbXgkgJA3WSZ4AaABAg,@abdulrhmanalmofadda6793,"It's an iPhone..
It has apps and a camera 
Innovation is overrated 😂",5 months ago,1759593215.502955,0,False,,2026-03-04 21:23:35,68,13,it's an iphone.. it has apps and a camera innovation is overrated 😂
Ugx1EjrPEgrWZA4JCg94AaABAg,@Hinoki_Weitzel,"Going from last gen to 17 it’s a night and day difference for me, imo biggest jump in performance across the board since the iPhone 8 to x . Crazy difference in gaming , cell service, cameras especially low light, and screen",5 months ago,1759593215.506238,0,False,,2026-03-04 21:23:35,224,42,"going from last gen to 17 it’s a night and day difference for me, imo biggest jump in performance across the board since the iphone 8 to x . crazy difference in gaming , cell service, cameras especially low light, and screen"
UgwmQJt8zdmEtLWHh694AaABAg,@masiniculucipopa,XS MAX GANG WHERE U AT?,5 months ago,1759593215.509973,0,False,,2026-03-04 21:23:35,23,6,xs max gang where u at?
UgzBjBmXm4zq9wseWDV4AaABAg,@ashmulchandani1722,I wanna know where I can buy that copper coloured cup ?,5 months ago,1759593215.512781,0,False,,2026-03-04 21:23:35,55,12,i wanna know where i can buy that copper coloured cup ?
Ugw2N0PKjBgKbR2ba754AaABAg,@ErikTheBear,How do u get 1.4m views in 14 hours…… insane,5 months ago (edited),1759593215.515314,4,False,,2026-03-04 21:23:35,44,10,how do u get 1.4m views in 14 hours…… insane
UgzlcacFzEXrEyKLkjl4AaABAg,@slacktoryrecords4193,"What happens when you take a photo in “less than optimal” lighting? Does it do that infernal auto-“enhancing” where it brightens the photo and DNRs it against your will, with no going back? God I am SO SICK OF MY iPHONE DOING THAT",5 months ago,1759593215.518694,0,False,,2026-03-04 21:23:35,230,43,"what happens when you take a photo in “less than optimal” lighting? does it do that infernal auto-“enhancing” where it brightens the photo and dnrs it against your will, with no going back? god i am so sick of my iphone doing that"
UgxpyfS3Q-QoqGLv3G14AaABAg,@alain-danieltankwa8007,"I take your opinion for most gadgets. But for 2 years now, I've noticed you're iPhone biased",5 months ago,1759593215.5212,0,False,,2026-03-04 21:23:35,92,17,"i take your opinion for most gadgets. but for 2 years now, i've noticed you're iphone biased"
Ugz-Hs6QNwWf8HUDAat4AaABAg,@RapBoySh,They are so concentrated on hardware because they are failing on the software front,5 months ago,1759593215.524358,0,False,,2026-03-04 21:23:35,83,14,they are so concentrated on hardware because they are failing on the software front
UgxnHw1OCVkhyH4J_wx4AaABAg,@RealRedoxyt,Whenever i watch a iPhone 17 video i get iPhone 17 ads 😂😂😂😂😂😂😂 lol,5 months ago,1759593215.526884,0,False,,2026-03-04 21:23:35,66,14,whenever i watch a iphone 17 video i get iphone 17 ads 😂😂😂😂😂😂😂 lol
UgxkjTjZqaWcfwecGLJ4AaABAg,@kaiperdaens7670,"2:36 The phone switches the camera when it wants?
Bro that is not normal, when I select 4x or more it's BC I want to use that camera so don't switch it for me.",5 months ago,1759593216.563876,1,False,,2026-03-04 21:23:36,159,34,"2:36 the phone switches the camera when it wants? bro that is not normal, when i select 4x or more it's bc i want to use that camera so don't switch it for me."
UgyJkN1R9KAtq8nmwfp4AaABAg,@csongor_radai,(4K ProRes RAW takes many times more performance than recording normal 8K if you are curious).,5 months ago,1759593216.568859,1,False,,2026-03-04 21:23:36,94,16,(4k prores raw takes many times more performance than recording normal 8k if you are curious).
UgxgUFQej_cPVINgnFx4AaABAg,@kaiperdaens7670,Bro's titles on iPhone videos make it seem like he is gonna point out some negatives but then he just glazes the phone fo the whole video,5 months ago,1759593216.572602,2,False,,2026-03-04 21:23:36,137,27,bro's titles on iphone videos make it seem like he is gonna point out some negatives but then he just glazes the phone fo the whole video
UgxJf_H5xuWplcP4uit4AaABAg,@kaiperdaens7670,How many more apple glaze videos is he gonna make 🙏🙏,5 months ago,1759593216.575282,2,False,,2026-03-04 21:23:36,52,11,how many more apple glaze videos is he gonna make 🙏🙏
UgyPJXSmtXyqHA27gpx4AaABAg,@sifelicious,"i think i know all the features and all details about this phone but i still clicked on this video to watch it , just because i enjoy his production value.

always good videos! ( NERDY Yet COOL )",5 months ago,1759593216.579439,0,False,,2026-03-04 21:23:36,195,39,"i think i know all the features and all details about this phone but i still clicked on this video to watch it , just because i enjoy his production value. always good videos! ( nerdy yet cool )"
