rating,review_text,device,true_label,vader_compound,vader_label,vader_pred_rating,bert_label,bert_score,bert_pred_rating,wc_score,wc_label,wc_pred_rating,hard_vote_label,hard_vote_pred_rating,soft_vote_pred_rating,soft_vote_label,bagging_pred_rating,bagging_pred_std,bagging_label
4,Good ghjdff do hbcxb bcc fh Sanjay saran,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.997761607170105,4.99104642868042,1.0,Positive,5.0,Positive,4.5,4.5487385714721675,Positive,4.321366081034815,0.2186515545706162,Positive
5,I like this phone very much Gagan soni,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.9984322190284728,4.993728876113892,0.0,Neutral,3.0,Positive,4.5,4.086451550445557,Positive,4.1010423524231,0.017996111148711184,Positive
5,such a great experience with iphone16 and excellent camera,iPhone 16,Positive,0.8316,Positive,4.6632,Positive,0.9998152852058412,4.999261140823364,1.0,Positive,5.0,Positive,4.5,4.864984456329346,Positive,4.444185883349439,0.37315445873853065,Positive
5,best phone for gadget enthusiasts camera is highlight,iPhone 16,Positive,0.8402,Positive,4.6804,Positive,0.9979488253593444,4.991795301437378,1.0,Positive,5.0,Positive,4.5,4.868878120574951,Positive,4.504400631436002,0.37944388634722565,Positive
5,Excellent shubham khokade,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9997387528419496,4.998955011367798,1.0,Positive,5.0,Positive,4.5,4.657102004547119,Positive,4.37452000693337,0.2716037243373298,Positive
5,Super experienced Milan,iPhone 16,Positive,0.5994,Positive,4.1988,Positive,0.9983525276184082,4.993410110473633,1.0,Positive,5.0,Positive,4.5,4.676884044189453,Positive,4.36117667180147,0.2800777037382797,Positive
5,"Fabulous ,great camera ,design yogesh more",iPhone 16,Positive,0.8176,Positive,4.6352,Positive,0.99987530708313,4.99950122833252,1.0,Positive,5.0,Positive,4.5,4.853880491333008,Positive,4.528908230988248,0.36675604232819853,Positive
5,"I must say this phone was really Amazing and captured the high quality of pics, specifically the portrait shots are really nice same in the case of videos as well. With good details and battery backup is also fine after using continuously for around 7 to 8 hrs. You can definitely go for it.",iPhone 16,Positive,0.9402,Positive,4.8804,Positive,0.9990641474723816,4.996256589889526,1.0,Positive,5.0,Positive,4.5,4.950662635955811,Positive,4.6160339020946095,0.40989146175484226,Positive
5,"Ive been using it since October 24 till now....and its so amazing to use it. Performance is too good. And coming about the camera , like I cant explain my work. Overall its outstanding to use it so I would tell you people you guys must buy it.",iPhone 16,Positive,0.9356,Positive,4.8712,Positive,0.9996975660324096,4.998790264129639,1.0,Positive,5.0,Positive,4.5,4.947996105651855,Positive,4.598081016829727,0.41127570229781324,Positive
4,Good product with light in weight,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.999757707118988,4.999030828475952,1.0,Positive,5.0,Positive,4.5,4.551932331390381,Positive,4.341620040490234,0.21905545537390095,Positive
5,Outstanding performance and awesome camera khusanavaz shekh,iPhone 16,Positive,0.8442,Positive,4.6884,Positive,0.9998695850372314,4.999478340148926,1.0,Positive,5.0,Positive,4.5,4.87515133605957,Positive,4.511089878039174,0.3790421208657783,Positive
5,Allrounder phone,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0131449699401855,1.0525798797607422,0.0,Neutral,3.0,Neutral,3.0,2.221031951904297,Negative,3.1676948840892334,0.9467245139122238,Neutral
5,First apple phone I ever experienced and it makes me wow,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9997850060462952,4.999140024185181,0.0,Neutral,3.0,Positive,4.5,4.268376009674073,Positive,4.200381918596976,0.07740003178548983,Positive
5,backup is good as compared with i phone 15,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9990493655204772,4.996197462081909,1.0,Positive,5.0,Positive,4.5,4.550798984832763,Positive,4.3931090941078255,0.2103023799029959,Positive
5,Good pr Ramesh kumar,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998238682746888,4.999295473098755,1.0,Positive,5.0,Positive,4.5,4.552038189239502,Positive,4.359010888635051,0.21795091089738838,Positive
4,"Nice product, but the delivery was late.",iPhone 16,Positive,0.2263,Positive,3.4526,Negative,0.0114163160324096,1.045665264129639,1.0,Positive,5.0,Positive,4.5,2.799306105651856,Neutral,3.3009232506692054,0.6407920571394077,Neutral
5,Excellent one m m,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998507499694824,4.99940299987793,1.0,Positive,5.0,Positive,4.5,4.657281199951171,Positive,4.395773783986641,0.2722660963663559,Positive
5,Apple phones are always market leader,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9955182671546936,4.982073068618774,0.0,Neutral,3.0,Neutral,3.0,3.7928292274475104,Positive,3.933119054228573,0.1584872755639353,Positive
5,"Product is very good, I like it, value for money",iPhone 16,Positive,0.8104,Positive,4.6208,Positive,0.9998784065246582,4.999513626098633,1.0,Positive,5.0,Positive,4.5,4.848125450439453,Positive,4.62670654925486,0.3382770720003856,Positive
5,iPhone need no praise. Amazing product.,iPhone 16,Positive,-0.7181,Negative,1.5638,Positive,0.9991849064826964,4.996739625930786,1.0,Positive,5.0,Positive,4.5,3.6242158503723143,Neutral,3.8225455212846366,0.24311267671015643,Positive
5,It is a very good mobile,iPhone 16,Positive,0.4927,Positive,3.9854,Positive,0.9998517036437988,4.999406814575195,1.0,Positive,5.0,Positive,4.5,4.593922725830078,Positive,4.411275911805943,0.23343127561928498,Positive
5,Everyone know what iphone is amit chhikara,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0302528142929077,1.1210112571716309,0.0,Neutral,3.0,Neutral,3.0,2.2484045028686523,Negative,3.2923233368672915,0.9253840919881627,Neutral
5,Phone is good but networking is not good Ajay kumar Giri,iPhone 16,Positive,-0.2867,Negative,2.4266,Negative,0.0033448934555053,1.0133795738220217,1.0,Positive,5.0,Negative,1.5,2.3759918295288087,Neutral,3.174837582985751,0.8655670773935562,Neutral
5,Original product received,iPhone 16,Positive,0.3182,Positive,3.6364,Positive,0.999774158000946,4.999096632003784,0.0,Neutral,3.0,Positive,4.5,4.054198652801514,Positive,4.078634363924011,0.03127187922723748,Positive
5,"The iPhone 16 is a fantastic, complete package, especially in the sophisticated Black finish. It brings the power, key photographic features, and modern interactive elements previously exclusive to the Pro line to the standard model.",iPhone 16,Positive,0.8387,Positive,4.6774,Positive,0.999829649925232,4.999318599700928,1.0,Positive,5.0,Positive,4.5,4.8706874398803714,Positive,4.491906189899035,0.37892391925604235,Positive
3,Not superb Ok ok gadgets Amit kumar Amit kumar,iPhone 16,Neutral,-0.7244,Negative,1.5512,Negative,0.0015589594841003,1.0062358379364014,1.0,Positive,5.0,Negative,1.5,2.0229743351745606,Negative,2.901327244298827,1.032213657367398,Neutral
3,Mostly overheated problems Chandan,iPhone 16,Neutral,-0.4019,Negative,2.1962,Negative,0.0016623735427856,1.0066494941711426,0.0,Neutral,3.0,Negative,1.5,1.8811397976684572,Negative,2.7731082005368455,1.0924575392007054,Neutral
5,Amazing phone os is so smooth and the camera is superb,iPhone 16,Positive,0.836,Positive,4.672,Positive,0.9998281002044678,4.999312400817871,1.0,Positive,5.0,Positive,4.5,4.868524960327148,Positive,4.567130484930343,0.36921904815775,Positive
4,"Received in good condition, checked the authenticity seems like fine.",iPhone 16,Positive,0.7351,Positive,4.4702,Positive,0.997803032398224,4.991212129592896,1.0,Positive,5.0,Positive,4.5,4.784564851837159,Positive,4.504158020409089,0.3296633104326508,Positive
5,Just wow...obviously coz too much of expensive..,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0024552941322326,1.0098211765289309,0.0,Neutral,3.0,Neutral,3.0,2.2039284706115727,Negative,3.274301641035297,0.9488548416835649,Neutral
5,"My 1st I phone, absolutely loving it , thanks to Flipkart for genuine product",iPhone 16,Positive,0.796,Positive,4.5920000000000005,Positive,0.9998737573623656,4.999495029449463,0.0,Neutral,3.0,Positive,4.5,4.436598011779786,Positive,4.301055929917774,0.1595001430708785,Positive
5,Excellent product go for it,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998692274093628,4.999476909637451,1.0,Positive,5.0,Positive,4.5,4.65731076385498,Positive,4.396059992841239,0.27204544869045305,Positive
5,Superb phone for the price range and love all the features.,iPhone 16,Positive,0.8519,Positive,4.7038,Positive,0.9998542070388794,4.999416828155518,1.0,Positive,5.0,Positive,4.5,4.8812867312622075,Positive,4.682381571418876,0.3356218542102036,Positive
5,Worth it. Shreehari S,iPhone 16,Positive,0.2263,Positive,3.4526,Positive,0.9998544454574584,4.999417781829834,1.0,Positive,5.0,Positive,4.5,4.380807112731934,Positive,4.27415908434251,0.13088071647279417,Positive
5,Very nice mahesh varma,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9998164772987366,4.999265909194946,1.0,Positive,5.0,Positive,4.5,4.5800263636779786,Positive,4.375826607069209,0.23058274273323967,Positive
4,Outstanding performance hemant kumar,iPhone 16,Positive,0.6124,Positive,4.2248,Positive,0.999847650527954,4.999390602111816,1.0,Positive,5.0,Positive,4.5,4.689676240844727,Positive,4.436707665030627,0.28552881763033516,Positive
5,Awesome.. Juned M,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998414516448976,4.99936580657959,1.0,Positive,5.0,Positive,4.5,4.6996663226318365,Positive,4.4408501354956025,0.2920707036426442,Positive
5,16 series is best,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.99969220161438,4.99876880645752,1.0,Positive,5.0,Positive,4.5,4.709027522583009,Positive,4.460466117108269,0.2922590427031311,Positive
4,First iPhone quite impressive performance,iPhone 16,Positive,0.5563,Positive,4.1126000000000005,Positive,0.9997429251670836,4.998971700668335,1.0,Positive,5.0,Positive,4.5,4.644628680267335,Positive,4.420971934991348,0.2629779907837686,Positive
5,"Internet speed is not good, only videos are being made very easily and the quality is also Good, the rest of everything is very normal",iPhone 16,Positive,0.4917,Positive,3.9834,Positive,0.985124945640564,4.940499782562256,1.0,Positive,5.0,Positive,4.5,4.569559913024903,Positive,4.321473362075934,0.22913724927757392,Positive
4,Best phone everything is good,iPhone 16,Positive,0.7964,Positive,4.5928,Positive,0.999745547771454,4.998982191085815,1.0,Positive,5.0,Positive,4.5,4.836712876434326,Positive,4.505961992210025,0.3585003890583368,Positive
4,Phone is good but packing is very bed BoOm ShiVa,iPhone 16,Positive,0.2382,Positive,3.4764,Positive,0.8642601370811462,4.457040548324585,1.0,Positive,5.0,Positive,4.5,4.173376219329834,Positive,4.145563043604815,0.031846270297144555,Positive
5,Battery good rest everything awesome,iPhone 16,Positive,0.7906,Positive,4.5812,Positive,0.9996073842048644,4.998429536819458,1.0,Positive,5.0,Positive,4.5,4.831851814727783,Positive,4.487996021662023,0.3580176314256956,Positive
5,Buying first time I had a great experience. Thank you,iPhone 16,Positive,0.765,Positive,4.53,Positive,0.9998750686645508,4.999500274658203,1.0,Positive,5.0,Positive,4.5,4.811800109863282,Positive,4.51912434965119,0.34411527849816853,Positive
4,Osm phone but battery backup not good,iPhone 16,Positive,-0.4782,Negative,2.0436,Negative,0.0006490349769592,1.002596139907837,1.0,Positive,5.0,Negative,1.5,2.218478455963135,Negative,2.938545378267063,0.9197935988286177,Neutral
5,I like iphone 15 design........,iPhone 16,Positive,0.3612,Positive,3.7224,Positive,0.991834282875061,4.967337131500244,0.0,Neutral,3.0,Positive,4.5,4.075894852600098,Positive,4.09759120580451,0.020328818203549925,Positive
5,Apple always provides a good product. But now i guess they need innovation.,iPhone 16,Positive,0.6542,Positive,4.3084,Negative,0.0607443451881408,1.2429773807525637,1.0,Positive,5.0,Positive,4.5,3.2205509523010254,Neutral,3.6309051900469274,0.444707063140823,Neutral
5,Great purchase subhash gole,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.997191846370697,4.988767385482788,1.0,Positive,5.0,Positive,4.5,4.695426954193116,Positive,4.427129355840142,0.2908276564241979,Positive
5,Product is very good,iPhone 16,Positive,0.4927,Positive,3.9854,Positive,0.999868631362915,4.99947452545166,1.0,Positive,5.0,Positive,4.5,4.593949810180664,Positive,4.401429159673099,0.23592021525798257,Positive
5,pretty happy with this purchase,iPhone 16,Positive,0.7845,Positive,4.569,Positive,0.999868392944336,4.999473571777344,1.0,Positive,5.0,Positive,4.5,4.827389428710938,Positive,4.4981984736910965,0.3567775649179537,Positive
5,Good product FlipkartDesh CustomerRaj,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9988296627998352,4.995318651199341,1.0,Positive,5.0,Positive,4.5,4.550447460479736,Positive,4.289815749338046,0.21297381015342468,Positive
4,Excellent sonu saraswat,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.999810755252838,4.9992430210113525,1.0,Positive,5.0,Positive,4.5,4.657217208404541,Positive,4.461184293147077,0.26148458339341324,Positive
5,Great performance phone,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9997320771217346,4.9989283084869385,1.0,Positive,5.0,Positive,4.5,4.699491323394776,Positive,4.475590185881153,0.28606589147479433,Positive
4,Better quealty is,iPhone 16,Positive,0.4404,Positive,3.8808,Negative,0.1483053565025329,1.5932214260101318,0.0,Neutral,3.0,Positive,4.5,2.7896085704040527,Neutral,3.3472527332551056,0.6553530442151124,Neutral
5,kuraku prathap Kumar,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9897297620773317,4.958919048309326,0.0,Neutral,3.0,Neutral,3.0,3.783567619323731,Positive,3.936808504948744,0.16639303891932847,Positive
5,Best phone and best price i love it K l R jp t,iPhone 16,Positive,0.9545,Positive,4.909,Positive,0.9996217489242554,4.9984869956970215,1.0,Positive,5.0,Positive,4.5,4.9629947982788085,Positive,4.588907225181502,0.42214616563833907,Positive
5,Superb iSMART MANi,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9997649788856506,4.9990599155426025,1.0,Positive,5.0,Positive,4.5,4.699543966217042,Positive,4.487977972585005,0.282177779551181,Positive
5,Thank you flipkart love it this iPhone 16,iPhone 16,Positive,0.7717,Positive,4.5434,Positive,0.999805748462677,4.999222993850708,1.0,Positive,5.0,Positive,4.5,4.817049197540284,Positive,4.436532829544609,0.3513025396803121,Positive
5,Nice compact phone with powerful specs that nobody can beat,iPhone 16,Positive,0.6808,Positive,4.3616,Positive,0.9993600249290466,4.9974400997161865,1.0,Positive,5.0,Positive,4.5,4.743616039886475,Positive,4.479044879449827,0.31105543101828387,Positive
5,Good job flipkart,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998291730880736,4.999316692352295,1.0,Positive,5.0,Positive,4.5,4.552046676940918,Positive,4.322961434474078,0.220282876029502,Positive
5,Best price best phone,iPhone 16,Positive,0.8555,Positive,4.711,Positive,0.9972105622291564,4.988842248916626,1.0,Positive,5.0,Positive,4.5,4.879936899566651,Positive,4.497003828032884,0.3830623806918474,Positive
5,I love this Thudum bharath Bharath,iPhone 16,Positive,0.6369,Positive,4.2738,Positive,0.9991523027420044,4.996609210968018,1.0,Positive,5.0,Positive,4.5,4.708163684387207,Positive,4.458810609440997,0.2931050960741661,Positive
5,very nice ekta saini,iPhone 16,Positive,0.4754,Positive,3.9508,Positive,0.9998250603675842,4.999300241470337,1.0,Positive,5.0,Positive,4.5,4.580040096588135,Positive,4.36710640820117,0.2309260705635116,Positive
5,Very nice love it,iPhone 16,Positive,0.8211,Positive,4.6422,Positive,0.9998738765716552,4.999495506286621,1.0,Positive,5.0,Positive,4.5,4.856678202514649,Positive,4.604273514464015,0.351751740755176,Positive
5,Very impressive S,iPhone 16,Positive,0.5563,Positive,4.1126000000000005,Positive,0.999863862991333,4.999455451965332,1.0,Positive,5.0,Positive,4.5,4.644822180786133,Positive,4.379291606288289,0.26563160199296487,Positive
1,"The seller is not reliable. I got an overheating product and the Flipkart support team are just wasting my time. they wont help you if you are stuck with such an issue they will just waste your time, so if u faced such an issue. just visit the apple store or service center directly. so dont waste your time and even if its marginally expensive . please buy it . I think Ill not buy things .",iPhone 16,Negative,-0.6383,Negative,1.7234,Negative,0.0001882910728454,1.0007531642913818,-0.6666666666666666,Negative,1.6666666666666667,Negative,1.5,1.4229945990498862,Negative,2.5535783551335998,1.3286101983647858,Neutral
5,This product is always awesome,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.999882698059082,4.999530792236328,1.0,Positive,5.0,Positive,4.5,4.699732316894532,Positive,4.359366330772294,0.2898193931229035,Positive
4,Good phone i like it,iPhone 16,Positive,0.6597,Positive,4.3194,Positive,0.9998544454574584,4.999417781829834,1.0,Positive,5.0,Positive,4.5,4.727527112731933,Positive,4.40919433525137,0.3060242240782448,Positive
5,Kottana suresh Suresh,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9989067316055298,4.995626926422119,0.0,Neutral,3.0,Neutral,3.0,3.7982507705688477,Positive,3.931308702769702,0.15653652796920342,Positive
5,Very good sudesh kumar,iPhone 16,Positive,0.4927,Positive,3.9854,Positive,0.9998462200164796,4.999384880065918,1.0,Positive,5.0,Positive,4.5,4.593913952026368,Positive,4.438804119295206,0.22626712092529416,Positive
5,quality and performance but battery backup is not better,iPhone 16,Positive,-0.4782,Negative,2.0436,Negative,0.0120131373405456,1.0480525493621826,0.0,Neutral,3.0,Negative,1.5,1.8366610197448732,Negative,3.065849928803259,1.1345424035824214,Neutral
5,"Best phone ever, camera is excellent!",iPhone 16,Positive,0.8478,Positive,4.6956,Positive,0.9998601675033568,4.999440670013428,1.0,Positive,5.0,Positive,4.5,4.878016268005371,Positive,4.496829060164646,0.3812923761308352,Positive
4,Special thanks flipkart,iPhone 16,Positive,0.6808,Positive,4.3616,Positive,0.9998111128807068,4.999244451522827,0.0,Neutral,3.0,Positive,4.5,4.344337780609131,Positive,4.22393880635224,0.11592629723991489,Positive
5,Nice product and valuable money,iPhone 16,Positive,0.7096,Positive,4.4192,Positive,0.9998703002929688,4.999481201171875,1.0,Positive,5.0,Positive,4.5,4.767472480468751,Positive,4.5054818677972674,0.32097642684006916,Positive
5,"Excellent device for the price. The camera and Speakers are something that I like the most. Performance is too good, never ever lags on anything, run everything easily.",iPhone 16,Positive,0.912,Positive,4.824,Positive,0.999549925327301,4.998199701309204,1.0,Positive,5.0,Positive,4.5,4.928879880523682,Positive,4.586636451970393,0.40228380213703535,Positive
1,All problems product not comfart not working C program,iPhone 16,Negative,-0.4019,Negative,2.1962,Negative,0.0009838342666625,1.0039353370666504,0.0,Neutral,3.0,Negative,1.5,1.8800541348266604,Negative,2.729236486683902,1.0847290768928706,Neutral
5,Great iPhone16 performance and happy with flipcart service,iPhone 16,Positive,0.8316,Positive,4.6632,Positive,0.9997889399528505,4.999155759811401,1.0,Positive,5.0,Positive,4.5,4.864942303924561,Positive,4.610348903222064,0.35483868622250975,Positive
4,Good performance,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998561143875122,4.999424457550049,1.0,Positive,5.0,Positive,4.5,4.552089783020019,Positive,4.36817611475296,0.21625341952343005,Positive
3,Good but not too,iPhone 16,Neutral,0.2382,Positive,3.4764,Positive,0.9988407492637634,4.995362997055054,1.0,Positive,5.0,Positive,4.5,4.388705198822022,Positive,4.285094530298537,0.13253626097386045,Positive
5,Everthing is goo,iPhone 16,Positive,0.0,Neutral,3.0,Negative,0.0013501048088073,1.0054004192352295,0.0,Neutral,3.0,Neutral,3.0,2.202160167694092,Negative,3.159227151963847,0.9571139949144288,Neutral
4,Good camera and. Great phone,iPhone 16,Positive,0.7906,Positive,4.5812,Positive,0.999862790107727,4.999451160430908,1.0,Positive,5.0,Positive,4.5,4.832260464172363,Positive,4.545236399684879,0.35166618157593055,Positive
5,Istayak ahmad Istayak,iPhone 16,Positive,0.0,Neutral,3.0,Positive,0.9375747442245485,4.750298976898193,0.0,Neutral,3.0,Neutral,3.0,3.7001195907592774,Neutral,3.8825276612128397,0.2059435044148634,Positive
4,"Product was nice ,good for handling.",iPhone 16,Positive,0.6908,Positive,4.3816,Positive,0.9998037219047546,4.9992148876190186,1.0,Positive,5.0,Positive,4.5,4.752325955047608,Positive,4.534509166222495,0.30355825667944974,Positive
5,Nice iPhone ashish yogi,iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.999222993850708,4.996891975402832,1.0,Positive,5.0,Positive,4.5,4.5359567901611335,Positive,4.326263143701828,0.20995124908035365,Positive
1,Heating very much,iPhone 16,Negative,0.0,Neutral,3.0,Positive,0.9989284873008728,4.995713949203491,-1.0,Negative,1.0,Neutral,3.0,3.3982855796813967,Neutral,3.5696338249457513,0.3049745991172886,Neutral
4,Love this phone while using smooth and sexy,iPhone 16,Positive,0.8225,Positive,4.645,Positive,0.9998741149902344,4.9994964599609375,1.0,Positive,5.0,Positive,4.5,4.8577985839843745,Positive,4.487275581271872,0.3706419428447088,Positive
5,Wonderful sharp sharp,iPhone 16,Positive,0.5719,Positive,4.1438,Positive,0.9998719692230223,4.99948787689209,1.0,Positive,5.0,Positive,4.5,4.657315150756836,Positive,4.374955033928959,0.2714649152546524,Positive
5,Awesome camera ashutosh kumar,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998583793640136,4.999433517456055,1.0,Positive,5.0,Positive,4.5,4.699693406982423,Positive,4.46422300677229,0.28849531714639237,Positive
5,Very good delivery tq for giving good emi and everything vijay vasan,iPhone 16,Positive,0.8173,Positive,4.6346,Positive,0.9997860789299012,4.9991443157196045,1.0,Positive,5.0,Positive,4.5,4.853497726287841,Positive,4.54320020307188,0.364755458199246,Positive
5,Legit seller Got a great deal Adnan K,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9985264539718628,4.994105815887451,1.0,Positive,5.0,Positive,4.5,4.697562326354981,Positive,4.394187367528047,0.2916120057937906,Positive
5,Amazing product and features,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998842477798462,4.999536991119385,1.0,Positive,5.0,Positive,4.5,4.668534796447754,Positive,4.4455302306262805,0.27322159252284206,Positive
5,Very good experience,iPhone 16,Positive,0.4927,Positive,3.9854,Positive,0.9998730421066284,4.999492168426514,1.0,Positive,5.0,Positive,4.5,4.593956867370606,Positive,4.383635577549407,0.23750845119166375,Positive
5,Everything good. But. Battery performance not good,iPhone 16,Positive,-0.2867,Negative,2.4266,Negative,0.0094082951545715,1.037633180618286,1.0,Positive,5.0,Negative,1.5,2.3856932722473143,Neutral,3.180475544870106,0.8611588911693568,Neutral
5,Cemera quality good but videos quality excellent performance excellent display good M R ???,iPhone 16,Positive,0.9548,Positive,4.9096,Positive,0.9976104497909546,4.990441799163818,1.0,Positive,5.0,Positive,4.5,4.960016719665528,Positive,4.603417291640165,0.4191168511354866,Positive
5,All everything good,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998608827590942,4.999443531036377,1.0,Positive,5.0,Positive,4.5,4.55209741241455,Positive,4.3510437732249665,0.21801238235056739,Positive
1,Not good...only status symbol phone....not value for money....no ....,iPhone 16,Negative,0.34,Positive,3.68,Negative,0.0002134442329406,1.0008537769317627,1.0,Positive,5.0,Positive,4.5,2.8723415107727055,Neutral,3.3929727503774343,0.6118663873529687,Neutral
5,I like it woww lovely phone umakanta athokpam,iPhone 16,Positive,0.743,Positive,4.486,Positive,0.999283254146576,4.997133016586304,1.0,Positive,5.0,Positive,4.5,4.793253206634521,Positive,4.481220610600709,0.33819680945820774,Positive
5,Best phone Best phone,iPhone 16,Positive,0.8555,Positive,4.711,Positive,0.9985365867614746,4.994146347045898,1.0,Positive,5.0,Positive,4.5,4.8820585388183595,Positive,4.544327646364865,0.3811240536407635,Positive
5,Bestest .... very happy,iPhone 16,Positive,0.6115,Positive,4.223,Positive,0.999880075454712,4.999520301818848,1.0,Positive,5.0,Positive,4.5,4.689008120727539,Positive,4.423875213572568,0.2873622354016255,Positive
5,Good design danish pasha,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998339414596558,4.999335765838623,1.0,Positive,5.0,Positive,4.5,4.5520543063354495,Positive,4.3155053960088585,0.2185457630001721,Positive
5,Amazing professional model kumar Sahani,iPhone 16,Positive,0.5859,Positive,4.1718,Positive,0.9998124241828918,4.999249696731567,1.0,Positive,5.0,Positive,4.5,4.668419878692627,Positive,4.446183093661859,0.2723112985784232,Positive
1,Camera quality is very poor like iphone xr,iPhone 16,Negative,-0.1567,Negative,2.6866,Negative,0.0002463459968566,1.0009853839874268,-1.0,Negative,1.0,Negative,1.5,1.6750341535949707,Negative,3.0405120574022497,1.2104018938188936,Neutral
5,"Excellent package and delivery , and mobile is light weight, overall camera good but front is avg in low light, and battery is ok...Design is love it hate it kind...but it is premium... Shadow_ Shyam",iPhone 16,Positive,0.34,Positive,3.68,Positive,0.9992857575416564,4.997143030166626,1.0,Positive,5.0,Positive,4.5,4.470857212066651,Positive,4.3141444855892015,0.17714782501288082,Positive
5,"camera,display awesome",iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998724460601808,4.999489784240723,1.0,Positive,5.0,Positive,4.5,4.69971591369629,Positive,4.476681682632457,0.28495954367047677,Positive
5,Great phone but the battery life is quite low,iPhone 16,Positive,-0.138,Negative,2.724,Negative,0.0046204328536987,1.018481731414795,1.0,Positive,5.0,Negative,1.5,2.496992692565918,Neutral,3.111725554859181,0.7852567447819194,Neutral
5,Loved the purchase came on time and budget model make a purchase,iPhone 16,Positive,0.5994,Positive,4.1988,Positive,0.9995423555374146,4.998169422149658,0.0,Neutral,3.0,Positive,4.5,4.278787768859864,Positive,4.200640185071319,0.08176999562930445,Positive
5,Very good product !!,iPhone 16,Positive,0.5827,Positive,4.1654,Positive,0.9998756647109984,4.999502658843994,1.0,Positive,5.0,Positive,4.5,4.665961063537598,Positive,4.366749247100725,0.27633789148658017,Positive
5,My first iPhone but good decision for me I really love this phone,iPhone 16,Positive,0.902,Positive,4.804,Positive,0.9996752738952636,4.998701095581055,1.0,Positive,5.0,Positive,4.5,4.921080438232423,Positive,4.48373936491711,0.4037354722708028,Positive
2,All ok iPhone 16 128,iPhone 16,Negative,0.296,Positive,3.592,Positive,0.99637633562088,4.9855053424835205,0.0,Neutral,3.0,Positive,4.5,4.031002136993408,Positive,4.060962908383541,0.041106391704690395,Positive
5,Everything is good,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9998520612716676,4.99940824508667,1.0,Positive,5.0,Positive,4.5,4.552083298034668,Positive,4.306641772082095,0.2177310195453018,Positive
5,Very nice better battery life better performance lovely design with iOS 18chip,iPhone 16,Positive,0.9181,Positive,4.8362,Positive,0.9953935146331788,4.981574058532715,1.0,Positive,5.0,Positive,4.5,4.927109623413086,Positive,4.56916809594442,0.4039326881618108,Positive
5,satisfied with product and the delivery thing with flipkart,iPhone 16,Positive,0.4215,Positive,3.843,Positive,0.9990386962890624,4.99615478515625,1.0,Positive,5.0,Positive,4.5,4.5356619140625005,Positive,4.340883173978882,0.21121312182615545,Positive
5,Now samsung has good camera,iPhone 16,Positive,0.4404,Positive,3.8808,Positive,0.9995935559272766,4.998374223709106,1.0,Positive,5.0,Positive,4.5,4.551669689483642,Positive,4.331836723571719,0.21994677421584968,Positive
5,Everything is awesome except battery,iPhone 16,Positive,0.6249,Positive,4.2498000000000005,Positive,0.999853014945984,4.999412059783936,1.0,Positive,5.0,Positive,4.5,4.699684823913575,Positive,4.464597875011423,0.2880241932441732,Positive
5,better backup super camera,iPhone 16,Positive,0.7783,Positive,4.5566,Negative,0.1963230371475219,1.785292148590088,1.0,Positive,5.0,Positive,4.5,3.5367568594360357,Neutral,3.7437072400404237,0.2760562003613187,Neutral
5,Fantastic performance and look.,iPhone 16,Positive,0.5574,Positive,4.1148,Positive,0.9998831748962402,4.999532699584961,1.0,Positive,5.0,Positive,4.5,4.645733079833985,Positive,4.422744330550967,0.26223093091935923,Positive
