rating,text,title,date
5,Best phone and best price i love it K l R jp t,Just wow!,Nov 2025
5,Superb iSMART MANi,Simply awesome,Nov 2025
5,It is very nice and its material is also very soft.I tried it and I liked it very much.,Wonderful,Jan 2026
5,Thank you flipkart love it this iPhone 16,Good choice,Nov 2025
5,Nice compact phone with powerful specs that nobody can beat,Just wow!,Nov 2025
5,Good job flipkart,Highly recommended,Nov 2025
5,Best price best phone,Must buy!,Nov 2025
5,Overall good phone,Fabulous!,Nov 2025
5,I love this Thudum bharath,Excellent,Jan 2026
5,very nice ekta saini,Perfect product!,Jan 2026
5,Very nice love it,Excellent,Nov 2025
5,Very impressive S,Mind-blowing purchase,Jan 2026
1,"The seller is not reliable. I got an overheating product and the Flipkart support team are just wasting my time. they wont help you if you are stuck with such an issue they will just waste your time, so if u faced such an issue. just visit the apple store or service center directly. so dont waste your time and even if its marginally expensive . please buy it . I think Ill not buy things .",Very poor,Nov 2025
5,This product is always awesome,Brilliant,Nov 2025
4,Good phone i like it,Good quality product,Jan 2026
5,Kottana suresh,Best in the market!,Nov 2025
5,Very good sudesh kumar,Awesome,Nov 2025
5,quality and performance but battery backup is not better,Classy product,Jan 2026
5,"Best phone ever, camera is excellent!",Worth every penny,Nov 2025
4,Special thanks flipkart,Nice product,Jan 2026
5,Nice product and valuable money,Perfect product!,Nov 2025
5,"Excellent device for the price. The camera and Speakers are something that I like the most. Performance is too good, never ever lags on anything, run everything easily.",A Worthy package for the price,Nov 2025
1,All problems product not comfart not working C program,Dont waste your money,Jan 2026
5,Great iPhone16 performance and happy with flipcart service,Highly recommended,Nov 2025
4,Good performance,Wonderful,Nov 2025
3,Good but not too,Just okay,Jan 2026
5,Everthing is good,Fabulous!,Nov 2025
4,Good camera and. Great phone,Wonderful,Nov 2025
5,Istayak ahmad,Just wow!,Nov 2025
4,"Product was nice ,good for handling.",Wonderful,Jan 2026
5,Nice iPhone ashish yogi,Great product,Nov 2025
1,Heating very much,Did not meet expectations,Nov 2025
4,Love this phone while using smooth and sexy,Wonderful,Jan 2026
5,Wonderful sharp sharp,Fabulous!,Jan 2026
5,Awesome camera ashutosh kumar,Fabulous!,Jan 2026
5,Very good delivery tq for giving good emi and everything vijay vasan,Terrific purchase,Jan 2026
5,Legit seller Got a great deal Adnan K,Best in the market!,Nov 2025
5,Amazing product and features,Wonderful,Nov 2025
5,Very good experience,Terrific,Jan 2026
5,Everything good. But. Battery performance not good,Excellent,Jan 2026
5,Cemera quality good but videos quality excellent performance excellent display good M R ???,Awesome,Jan 2026
5,All everything good,Mind-blowing purchase,Nov 2025
1,Not good...only status symbol phone....not value for money....no ....,Absolute rubbish!,Nov 2025
5,I like it woww lovely phone umakanta athokpam,Classy product,Nov 2025
5,Best phone Best phone,Great product,Nov 2025
5,Bestest .... very happy,Perfect product!,Nov 2025
5,Good design danish pasha,Awesome,Nov 2025
5,Amazing professional model kumar,Fabulous!,Dec 2025
1,Camera quality is very poor like iphone xr,Worthless,Nov 2025
5,"Excellent package and delivery , and mobile is light weight, overall camera good but front is avg in low light, and battery is ok...Design is love it hate it kind...but it is premium... Shadow_",Wonderful,Nov 2025
5,"camera,display awesome",Perfect product!,Nov 2025
5,Great phone but the battery life is quite low,Mind-blowing purchase,Dec 2025
5,Loved the purchase came on time and budget model make a purchase,Fabulous!,Nov 2025
5,Very good product !!,Terrific purchase,Dec 2025
5,My first iPhone but good decision for me I really love this phone,Perfect product!,Nov 2025
2,All ok iPhone 16 128,Highly recommended,Nov 2025
5,Everything is good,Best in the market!,Nov 2025
5,Very nice better battery life better performance lovely design with iOS 18chip,Super!,Nov 2025
5,satisfied with product and the delivery thing with flipkart,Worth every penny,Nov 2025
5,Now samsung has good camera,Fabulous!,Nov 2025
5,Everything is awesome except battery,Mind-blowing purchase,Nov 2025
5,better backup super camera,Highly recommended,Nov 2025
5,Fantastic performance and look.,Simply awesome,Nov 2025
5,Overall good deal on Flipkart..Best dealm,Super!,Nov 2025
5,This is amazing Vishwaraj singh,Super!,Nov 2025
5,First iphone which is awesome jyotirmay pandit,Highly recommended,Nov 2025
5,My second iPhone which I purchased online. Totally satisfied,Great product,Nov 2025
5,Very good product,Simply awesome,Nov 2025
1,Display not working,Hated it!,Nov 2025
5,Best display quality and amazing battery quality,Just wow!,Dec 2025
5,produce RaviNdEr,Must buy!,Oct 2025
5,Great product loved it!! P,Best in the market!,Nov 2025
5,O s m means osmm this is really amazing after using this had forgot my last devide,Awesome,Dec 2025
5,Delivery boy is very good,Super!,Nov 2025
3,Very nice phone... Performance and display like it..,Does the job,Nov 2025
5,Awesome with some new features,Awesome,Jan 2026
5,Can say just... awesome,Terrific,Nov 2025
1,Worst one waste of money Android much better Madurai queen,Useless product,Jan 2026
4,Outstanding camera and phone,Worth the money,Nov 2025
5,Good very nice Diksha kamal,Highly recommended,Nov 2025
5,Good product received! Happy with the purchase,Mind-blowing purchase,Nov 2025
5,My first iPhone experience syeda rabiya,Best in the market!,Nov 2025
4,Best deal Chetana patil,Good quality product,Nov 2025
5,Good thisi All ways,Fabulous!,Dec 2025
5,All is good as other iPhones,Simply awesome,Nov 2025
5,Everthing is awesome.. worth the product,Highly recommended,Nov 2025
5,Nice mobile but 60hz wrost as compared to other smartphones,Super!,Nov 2025
5,"Awesome performed iphone , must buy it",Mind-blowing purchase,Jan 2026
5,Original product and Best deal during,Best in the market!,Dec 2025
1,"Iphones should not be taken online even if you are getting a huge discount because they come with so many conditions which we dont know or ignore while buying the Mobiles, which becomes a headache after the buying and if you are facing any issues.",Very poor,Jan 2026
5,Its best phone at this price I bought it in 55k good to go . Mukul khosla,Super!,Nov 2025
5,Best quality and trustable seller,Just wow!,Dec 2025
4,Excellent harbansh,Good choice,Dec 2025
1,Dont buy this model,Very poor,Dec 2025
5,Veri nice for video and blog Chandan devnath,Just wow!,Jan 2026
5,Overall performance,Classy product,Jan 2026
4,"Product is super as I feel all are excellent especially Canara quality, visual and speed. Only I feel over heating during continuous operation for more than hours or taking photos.",Worth the money,Oct 2025
2,Very poor camera..fully dissatisfied with the camera performance..waste my money,Expected a better product,Jan 2026
5,Good one i phn is next level phone.,Just wow!,Nov 2025
2,This iPhone 16 is not new this is reassembled in,Expected a better product,Oct 2025
4,SonalDixit SonalDixit,Good quality product,Nov 2025
1,Not working properly,Useless product,Nov 2025
5,Very very Petta jeeva,Awesome,Nov 2025
5,Atul pratap,Terrific purchase,Nov 2025
5,"Very nice zooming and pics, battery backup also nice",Perfect product!,Nov 2025
1,"The phone is switching off frequently just after buying it, dont buy i phone 16, the condition is really bad",Worthless,Nov 2025
5,best product ever,Best in the market!,Nov 2025
5,Vry good performance,Highly recommended,Nov 2025
5,Compact phone.A18 bionic chip is superb,Just wow!,Nov 2025
5,Good but battery life much better than,Must buy!,Nov 2025
5,Thank you Flipkart good phone,Wonderful,Nov 2025
5,This phone is better than other phone because they give u best quality all thing just example camera and display,Must buy!,Oct 2025
1,Very poor quality display pradeep tiwari,Worst experience ever!,Nov 2025
5,Amazing product at a good rate and fastest and secure delivery. Shyamjith M,Highly recommended,Nov 2025
5,The third one I am totally satisfied with the product ... Absolute bonkers gaming performance the screen size is a bit of an issue for me as it is too small and to handle that I already had a iPhone 15 plus and the in hand feel the overall quality of the product is top notch,Excellent,Aug 2025
5,Great compact phone. Nice photos and nice fluid software experience.,Terrific purchase,Nov 2025
5,Very very good jagdish,Simply awesome,Jan 2026
5,Super performance and display,Good quality product,Nov 2025
1,Power shock in power button during charging. And phone heat up in pocket Raghu P O,Very poor,Nov 2025
5,Image quality is awesome,Simply awesome,Nov 2025
5,Seamless user experience and cameras are quite impressive,Must buy!,Nov 2025
5,Value of money shubham vijoy,Terrific,Nov 2025
5,Superb experience with iPhone,Fabulous!,Nov 2025
5,Nice mobile phone,Must buy!,Nov 2025
4,Glad I ordered this in . Thanks flipkart,Delightful,Nov 2025
5,Very good mobile,Awesome,Nov 2025
4,"Good product but major cost is brand compared to product ,otherwise similar performing 30 cheaper , Anyway purchased for",cost,Nov 2025
5,Outstanding performance and best-best condition,Fabulous!,Jan 2026
5,I really loved it.So happy that I own it . Kasiraj R,Must buy!,Jan 2026
5,Adorable produch love it,Wonderful,Nov 2025
5,Good product Im happy,Worth every penny,Nov 2025
3,Disappointed with camera,Just okay,Nov 2025
3,After using mobile its getting hot,Just okay,Jan 2026
5,Battery dranage soon and front camera is not very good ...back camera amazing .. muneesh pandey pandey,Brilliant,Nov 2025
5,"Awesome phone..., really apple makes the best phone and most secured also.",Fabulous!,Nov 2025
5,Very good product,Terrific,Jan 2026
5,Amazing product quality,Simply awesome,Nov 2025
5,Good product Dilkesh meena,Terrific purchase,Jan 2026
5,A cash on delivery. Delivery is late but its is in good quality,Highly recommended,Nov 2025
5,Amazing experience my new I phone 16 super 200 worth at this price range,Must buy!,Aug 2025
4,Apple should bring more innova,Nice product,Nov 2025
5,or Best service Open box delivery Harsh upadhyay,Highly recommended,Nov 2025
3,Bettry condition is very poor,Just okay,Nov 2025
5,Loved it Vijay C,Just wow!,Nov 2025
5,Awesome. Worth every penny. Got it for a very reasonable price.,Mind-blowing purchase,Aug 2025
5,Value for money thank you flipkart,Wonderful,Nov 2025
4,Display 109 cameras 109 sound 1010 best performance top quality video thanks for apple,Good choice,Nov 2025
5,Excellent device,Terrific,Dec 2025
5,Camera good but battery not good,Fabulous!,Nov 2025
5,Camera and performance is beast but you have to compromise with display quality .,Perfect product!,Nov 2025
5,Best big billion deal,Brilliant,Nov 2025
1,Bluetooth is not working ajit sharma,Did not meet expectations,Aug 2025
5,along with impressive camera quality.,Excellent,Nov 2025
5,"Extremely marvellous product,best of all at such a price.",Terrific,Nov 2025
5,Amazing phone among all iPhone series specially in terms of battery and camera,Best in the market!,Nov 2025
5,Superb quality.. Easy to use.. Best camera.. Best quality product..,Great product,Nov 2025
5,Phone is good rajat garg,Worth every penny,Nov 2025
5,Cant be more than this performance.,Fabulous!,Jan 2026
5,Best in class Ansar pathan,Awesome,Nov 2025
1,Just a waste of money to buy such an overrated phone.,Waste of money!,Nov 2025
5,Excellent performance,Super!,Nov 2025
5,Best performance with best price.,Highly recommended,Nov 2025
5,Very good experience after android,Worth every penny,Nov 2025
5,I got this phone during sale ..worth buying after switching to android one,Great product,Nov 2025
5,Excellent product,Simply awesome,Dec 2025
5,All good thanks to flipkart dreams true,Mind-blowing purchase,Nov 2025
4,fine experience. kapil,Good choice,Nov 2025
4,Good mobile Pandian .m,Wonderful,Dec 2025
4,"I am using iphone 16 for some time but not completely mindsetup on this. Before this I am using 1. which he is still using. Iphone cameras colour is natural, display is good other wise my nothing Phone 1 is best.",Nice product,Nov 2025
5,Always love to buy i,Highly recommended,Nov 2025
5,Very nice product,Classy product,Nov 2025
5,It is a really good product.Go for it.,Terrific purchase,Oct 2025
5,Worthable.. Sachin R,Highly recommended,Aug 2025
5,This rate is all this product,Awesome,Nov 2025
5,Original phone best quality,Wonderful,Oct 2025
5,Amazing product. Thanks flipkart,Perfect product!,Nov 2025
5,Noice phone harshita pathak,Simply awesome,Nov 2025
5,Excellent phone come with apple intelligent,Terrific,Dec 2025
5,Awesome phone one of the best purchase. Mr AnuRaG RaNa,Excellent,Nov 2025
5,Worth it At best rate in,Highly recommended,Nov 2025
5,Best product very use full for photographer and video grapher,Fabulous!,Nov 2025
5,Premium quality amazing,Classy product,Nov 2025
4,Beutiful and very nice looking,Good choice,Nov 2025
5,Fantastic product,Super!,Nov 2025
4,Nice product BiTtU SiNgH,Wonderful,Dec 2025
3,Overheating i just downloaded 5 apps and its fkng heating like Im playing Heavy game on max graphics Im just downloading applications man whats there to overheat,Decent product,Nov 2025
3,Not value for now in present senerio samsung is better than a Apple shubham sharma,Decent product,Dec 2025
5,Nice camera somth operating Excellent phone in range,Super!,Nov 2025
5,Value of money mayank bhamboo,Highly recommended,Nov 2025
5,Amazing color and design I jzt loved it!!!,Perfect product!,Nov 2025
5,Good I like iphone,Classy product,Nov 2025
5,Mindblowing features,Classy product,Jul 2025
5,Yaa its good but one thing is imbalance invoice No mail nothing,Terrific purchase,Nov 2025
5,Very nice Product.Charger should be provided alongwith Apple I Phone 16which was not provided.,Wonderful,Nov 2025
1,Camera quality is very poor however when I shoot video then it is little b,Not recommended at all,Dec 2025
1,Not good Asad firoz,Horrible,Nov 2025
5,I got genuine product. Thanks to the seller.,Worth every penny,Nov 2025
5,Best phone performance too good,Terrific purchase,Nov 2025
5,Great camera and excellent performance. Built quality is amazing.,Super!,Nov 2025
5,First time I use iphone series . Happy to inform that its awesome picture quality is very nice . Light weighted. Compatibility also good . Totally worth it Go for it without any hesitation .,Brilliant,Nov 2025
5,Good as expected,Highly recommended,Dec 2025
5,Super qulaity like a showroom piece,Excellent,Aug 2025
5,"It is the best compact smartphone for working professionals. Camera, battery, sound, performance and display all are perfect. Value for money pricing during sale.",Highly recommended,Nov 2025
5,I got my iphone 16 secure in my hands thanks you flipkart to delivered my iphone 16 safe in my hands,Brilliant,Nov 2025
5,Good deal for the offer price,Wonderful,Nov 2025
5,Nice phone at this lowest price,Awesome,Nov 2025
5,Very good product Manish kumar,Terrific,Dec 2025
5,"Good product. It would be better, If it has the 120hz display.",Mind-blowing purchase,Nov 2025
5,Nice my phone wow quality,Perfect product!,Nov 2025
5,Good performance and awesome camera quality,Highly recommended,Nov 2025
5,Overall good.but after the ios 26 update better drain fast. prodip,Brilliant,Dec 2025
5,"I love it, thanks",Highly recommended,Nov 2025
4,One rating cut down for the delivery boy because the behaviour is not good and the product is awesome,Value-for-money,Nov 2025
5,Best service original phone You can buy,Worth every penny,Nov 2025
3,Camera is top class everything else is not that great.,Does the job,Nov 2025
5,Nice one I am enjoying my dream Khushbu pandit,Excellent,Nov 2025
5,Wonderful awesome perfect,Terrific,Nov 2025
5,Excellent product as I buy in sell.,Classy product,Nov 2025
5,Great phone at s,Perfect product!,Nov 2025
5,Good but battery is less backup than iPhone 14,Highly recommended,Nov 2025
2,"I am a new user of apple and while starting, I have received the option to enter the passcode to unlock it instead of creating a new one. Terrible experience. I was very excited but now the phone is locked for 1 hour after multiple failed attempts. apple Suggest something and please solve this issue for me.",Not good,Nov 2025
4,"Everything good except the battery, it drains too fast",Good quality product,Nov 2025
4,Nice pr Ratan das,Good quality product,Nov 2025
5,Best phone ever this is the first time I ordered a phone u,Classy product,Nov 2025
5,Overall a good purchase yatendra meena,Brilliant,Nov 2025
5,Awesome. My best experience with this.,Classy product,Nov 2025
5,Nice awesome mobile,Great product,Nov 2025
5,Love this phone But the only problem is the battery and the 60HZ display,Simply awesome,Nov 2025
1,Mobile not charging,Useless product,Nov 2025
5,All over good and iPhone is trusted,Excellent,Nov 2025
5,Really iphone all feature best,Mind-blowing purchase,Aug 2025
5,Love the product so far. Worth spending nothing. Rahul shukla,Just wow!,Nov 2025
4,Adapter must be included,Nice product,Oct 2025
5,Awesome delivery and packaging in awesome price,Best in the market!,Nov 2025
5,"All features are outstanding easy to carry,durable battery and volume quality is so good at last I recommended you all to must buy it at ones",Terrific,Nov 2025
5,It was very fast delivery and very nice service,Terrific purchase,Nov 2025
5,"Excellent product received, Thank you Flipkart.",Fabulous!,Nov 2025
5,Received the product as shown.,Best in the market!,Nov 2025
5,My 1st iphone its really ama,Classy product,Nov 2025
5,A good phone in the price offered at sale,Simply awesome,Nov 2025
5,Worth it for money.,Awesome,Nov 2025
5,M.S Gst.no 07BURPA1919C1ZW,Must buy!,Nov 2025
5,Product. I 2 . . ..,Highly recommended,Nov 2025
5,Amazing performance in all aspects only face id doesnt work sometimes. rajan singla,Awesome,Nov 2025
5,Its best in apple series phones,Great product,Nov 2025
5,All excellent work,Wonderful,Nov 2025
4,No words for this product,Good choice,Nov 2025
4,Other than display refresh rate evrything is top-notch. moushamraj biswal,Delightful,Nov 2025
5,Very good performance arun sharma,Wonderful,Nov 2025
5,syed mudassir hussain,Great product,Nov 2025
5,Very valuable Reasonable price,Classy product,Nov 2025
5,with 16 Chandu FiSh,Must buy!,Dec 2025
5,The is best and looks also but battery back is not good for high useage Sadiq ali,Awesome,Nov 2025
5,Great product,Great product,Nov 2025
5,Very good nice cemera is good mobaile,Worth every penny,Nov 2025
5,Good phone for official purpose,Classy product,Nov 2025
5,Nice product thank you,Great product,Nov 2025
5,Good item and best product,Great product,Nov 2025
5,Good performance Vineeth vinu,Brilliant,Nov 2025
5,Good product worth for,Best in the market!,Nov 2025
5,I am happy with product,Perfect product!,Nov 2025
5,"i bought first time of iphone. Before i m using androide , but yet my experience has been upgraded. I am totally satisfied . parasram",Must buy!,Nov 2025
5,Best price and best phone,Best in the market!,Nov 2025
5,Its amazing Dhananjay singh,Great product,Nov 2025
5,This is my first purchase of an apple product and i am fully satisfied with this iphone 16 brilliant smart phone apple is apple,Terrific purchase,Nov 2025
5,Everything perfect..,Great product,Nov 2025
5,iPhone 16 is a good built and feature,Terrific,Nov 2025
5,My dream phone awesome,Highly recommended,Dec 2025
5,Iphone is good phone and me always only use i,Perfect product!,Nov 2025
5,Great for phots and videos but you have to change the settings and turn off,Fabulous!,Dec 2025
5,Good phone Sachin dubey,Worth every penny,Nov 2025
5,Amazing aryan dhiman,Fabulous!,Nov 2025
5,iPhone is always best,Must buy!,Jan 2026
5,"First time switching to Ios, never going back lol!",Awesome,Nov 2025
5,Awesome but del khan,Simply awesome,Nov 2025
5,Best iphone ever,Just wow!,Nov 2025
5,Sangeeta rani,Brilliant,Nov 2025
5,Descent phone at higher price,Brilliant,Aug 2025
5,Nothing to say about iPhone is the best.,Highly recommended,Nov 2025
4,also good desine is so amazing,Good choice,Nov 2025
4,This is the best phone at this price,Good choice,Nov 2025
5,Very very good and nice product,Classy product,Nov 2025
4,Everything is excellent apart . anas qadeer,Good quality product,Nov 2025
5,camera performance super,Awesome,Nov 2025
5,"The night mode of the camera is too good, compared to other models, and the phone is absolutely beautiful and is attractive than other colors.",Just wow!,Nov 2025
5,Good experience Hassan .,Must buy!,Nov 2025
5,Nice product Dr.,Must buy!,Nov 2025
5,This is my first apple phone this features in great,Terrific,Nov 2025
5,This product is so good,Worth every penny,Nov 2025
5,Iphone 16 is better mobile but back looking is not good. yanendra singh,Worth every penny,Nov 2025
3,Battery is not working properly,Just okay,Nov 2025
5,Amandeep singh,Terrific purchase,Nov 2025
4,Good phon Aloknath sadhu,Worth the money,Nov 2025
5,Thise products very amazing,Worth every penny,Nov 2025
5,Got at best price,Terrific purchase,Jan 2026
5,"All is good but Flipkart packaging, not good ashwani mannan",Best in the market!,Nov 2025
5,"Very nice experience to performance,camera and",Highly recommended,Nov 2025
5,Best phone for samsung users,Fabulous!,Nov 2025
1,Not good product,Useless product,Nov 2025
1,Camera problem And not support flipkart and Apple care,Waste of money!,Nov 2025
5,Good camera quality,Simply awesome,Nov 2025
3,"Battery is good, camera is good, display is good,design is good but this piece is facing problem multiple time I dont know how it can be malfunctioning in new handset.",Decent product,Nov 2025
4,Just loot at the color wowww,Nice product,Nov 2025
5,i phone 16 is good product but battery is poor,Terrific purchase,Jan 2026
5,Battery poor and phone superb R.K,Best in the market!,Jan 2026
5,Best phone rajesh gour,Perfect product!,Nov 2025
4,Product was amazing and genuine completely flawless but behaviour of delivery boy is so rude,Good quality product,Nov 2025
5,Very good madhukar chada,Classy product,Nov 2025
4,"Good design, camera, performances kumar",Nice product,Nov 2025
5,Best quality best iPhone 16,Perfect product!,Nov 2025
5,! little bit Battery concern,Worthy ! Better,Nov 2025
5,recommended to purchase. Buy it guysss,Mind-blowing purchase,Nov 2025
5,Best quality nice pics price,Brilliant,Nov 2025
5,Superb product t deepak reddy,Perfect product!,Nov 2025
5,The image quality is outstanding and even in low light area it outperformed any smartphone available. Really liked the shortcut and action button very useful,Brilliant,Nov 2025
5,Good in performance camera design and display but should have 4000 mah,Highly recommended,Nov 2025
5,amazing Jagwinder singh,Wonderful,Nov 2025
5,Superb thanks flipkart,Terrific purchase,Nov 2025
5,Good phone with advance features,Terrific purchase,Nov 2025
5,Feel awesome in hand feel and my first iPhone so loving it and the camera took some really good pics,Best in the market!,Nov 2025
5,Better experience with iPhone 16,Super!,Nov 2025
5,Very good photos .,Perfect product!,Nov 2025
5,All over next level experience,Terrific,Nov 2025
5,Good pafomanace good camara,Must buy!,Nov 2025
5,is best and battery backup is improved,Just wow!,Nov 2025
5,Happy with this purchase on,Mind-blowing purchase,Nov 2025
5,Wonderful iphone,Super!,Nov 2025
5,A good perfect phone but needs to improve two things fast charging and battery backup,Best in the market!,Nov 2025
5,performance in every segment,Mind-blowing purchase,Jan 2026
5,Name is enough susheel,Wonderful,Nov 2025
5,Finally the mobile was awesome,Excellent,Nov 2025
5,Authentic product and the best phone tho,Wonderful,Nov 2025
