rating,title,review_text,TextBlob_Label,TextBlob_Score,VADER_Label,VADER_Score,BERT_Label,BERT_Score
5,Brilliant,"All are good Abhishek Bhowmik , Agartala Nov, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9998362064361572
5,Excellent,"Best product Flipkart Customer , Ernakulam Nov, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.999279797077179
5,Excellent,"The product is so good. Flipkart Customer , Delhi Division Nov, 2024",Positive,0.7,Positive,0.5777,POSITIVE,0.9998587369918823
5,Simply awesome,"Product is good. Nabarun Deb , Bhubaneswar Nov, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9998218417167664
5,Worth every penny,"Excellent All features are same as iPhone 16 Partha Pratim Das , Agartala Nov, 2024",Positive,0.5,Positive,0.5719,POSITIVE,0.9990034699440002
5,Best in the market!,"Awesome phone Supriya Adhikary , Kalyani Nov, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.998492956161499
5,Classy product,"Design - 1010 so good in fand feeling Display - 1010 Camera quality - 1010 Refresh rate - 910 60Hz display.... If its your first iphone then it would feel so good..... Battery - for normal use the battery lasts for 36-40 hrs minimum.... The only problem is the battery drains very fast while using the camera.... If someone uses the camera a lot then the battery lasts for 20-24 hrs.... Preetam De , Agartala Nov, 2024",Positive,0.34333333333333327,Positive,0.3697,NEGATIVE,0.9815307259559631
5,Brilliant,"Superb Amit singh , New Town Nov, 2024",Positive,0.5681818181818181,Positive,0.6249,POSITIVE,0.9998156428337097
4,Wonderful,"This phone gets very hot when you turn on the camera and the battery lasts less, everything else is fine Saurabh Singh , Bilhaur Nov, 2024",Positive,0.19166666666666668,Positive,0.2023,POSITIVE,0.9489416480064392
5,Simply awesome,"Working good... Dual SIM activated Suji Nair , Siliguri Nov, 2024",Positive,0.7,Neutral,0.0,POSITIVE,0.9991921782493591
5,Brilliant,"Very, very, very nice KABIR CHOWDHURY , Barasat Nov, 2024",Positive,0.78,Positive,0.5625,POSITIVE,0.9997617602348328
5,Excellent,"nice suman mondal , Presidency Division Nov, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9960383176803589
5,Must buy!,"Dhanjay Kumar , Purba Champaran District Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9881276488304138
4,Really Nice,"Nice product iphone 15 Mohd Mohsin , Moradabad Nov, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9963730573654175
5,Great product,"Best mobile in this price range Bhaskar Sharma , Chittoor Feb, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9992837309837341
4,Pretty good,"It is an awesome, phone superb camera quality, superb built and feel, an iPhone does feel really premium , not kidding display is also very good. But ios software is very bad compared to android, the notifications and other major stuff which are very important in day to day life cannot be controlled easily. The software experience is sub par when you come from Android. Viswatej P , Rajahmundry Nov, 2024",Positive,0.4090833333333334,Positive,0.3319,NEGATIVE,0.9896426796913147
5,Simply awesome,"Very Good Gufran Khan , Kolkata Nov, 2024",Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998364448547363
5,Best in the market!,"Excellent product by iphone Rahul Bairagi , Vidisha Nov, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.9996693134307861
5,Terrific purchase,"Awesome Jaswant Raj , Lucknow Nov, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9996967315673828
5,Fabulous!,"Value for money Superb performance Masst camera Bawal look Dynamic Island features excellent Krishna Kumar , Sitamarhi District Nov, 2024",Positive,0.6666666666666666,Positive,0.9153,POSITIVE,0.9995160102844238
5,Must buy!,"Overall very good Shyam sundar mondal , Guskara Nov, 2024",Positive,0.45499999999999996,Positive,0.4927,POSITIVE,0.9998363256454468
5,Simply awesome,"Awesome phone Lovish Gupta , Kolkata Nov, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9961810111999512
5,Best in the market!,"MD SOUDAGAR ALLAM , New Delhi Nov, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.9937697052955627
5,Super!,"Neelam saibhagavan Patel , Hyderabad Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9643744230270386
5,Simply awesome,"Unbelievable ABDUL RAUF KHAN , Adilabad Nov, 2024",Negative,-0.25,Positive,0.2023,POSITIVE,0.807648241519928
5,Must buy!,"Best quality ARINDAM DAS , Kolkata Nov, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9997151494026184
5,Excellent,"Lisharch saikia , Dibrugarh Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8843410611152649
5,Must buy!,"Thankyou Deva morya , Biaora Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9953587651252747
4,Good choice,"Bapon Borman , Mangaldoi Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8003504872322083
5,Perfect product!,"Best iPhone Vinay Kumar Soni , Ballia District Nov, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9973655343055725
4,Worth the money,"Good DARSHAN SHIRAHATTI , Bengaluru Nov, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9997054934501648
3,Decent product,"Phone is getting heat during charging and while using camera. Neha Uniyal , Rudrapur Nov, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9826077818870544
1,Horrible,"wasted! my Nitish Prasad , Dhanbad Nov, 2024",Negative,-0.25,Negative,-0.5411,NEGATIVE,0.9997714161872864
5,Brilliant,"Awesome Kasim choudhary , Ghaziabad Nov, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9985974431037903
5,Mind-blowing purchase,"viplav churi , Tarapur Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9565838575363159
4,Pretty good,"Nice colour good Parul Kaushik , New Delhi Nov, 2024",Positive,0.4787878787878787,Positive,0.6908,POSITIVE,0.9998537302017212
5,Perfect product!,"Nice shalini thakur , Jabalpur Nov, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9993312358856201
5,Terrific purchase,"Very very good product NISHU TOMAR , Gurugram Nov, 2024",Positive,0.9099999999999999,Positive,0.5379,POSITIVE,0.9998064637184143
5,Must buy!,"Loving it Divya V , Prayagraj Nov, 2024",Positive,0.6,Positive,0.5994,POSITIVE,0.9996957778930664
4,Good quality product,"I phone and its camra is best in class ....size is matter if your hand is wide .....also heating issue present in there....allover value of product is pay camra and brand only ankit sharma , Una District Nov, 2024",Positive,0.225,Positive,0.8591,POSITIVE,0.7673134803771973
5,Highly recommended,"SHIBAM NONIA , Asansol Nov, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.6947799324989319
5,Worth every penny,"It looks and performs great. Got it during diwali sale so can say its a value for money device. Dinesh Thakur , Una District Nov, 2024",Positive,0.8,Positive,0.7579,POSITIVE,0.9988573789596558
5,Just wow!,"Excellent Vaibhav Rajawat , New Delhi Nov, 2024",Positive,0.5681818181818181,Positive,0.5719,POSITIVE,0.9997965693473816
1,Worthless,"Deepak Tiwari , Noida Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.992314875125885
5,Wonderful,"Daniyal Ahmed , New Delhi Nov, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.9946148991584778
5,Best in the market!,"Mohd Gulfam , Bareilly Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9948503375053406
5,Great product,"Nice colour Aki kumar , New Delhi Nov, 2024",Positive,0.36818181818181817,Positive,0.4215,POSITIVE,0.9998325109481812
1,Waste of money!,"I received a faulty poor.very poor network reception.should not buy online iPhone. Rajubabu Pilla , Narsipatnam Nov, 2024",Negative,-0.4,Negative,-0.6597,NEGATIVE,0.9997749924659729
5,Classy product,"Its really a good product Flipkart Customer , Bhadreswar Nov, 2024",Positive,0.7,Positive,0.4927,POSITIVE,0.9995444416999817
5,Great product,"Awesome camera and software experience Anurag kumar Sah , Haldwani Nov, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9998250603675842
1,Worthless,"Heating issues Flipkart Customer , Meerut Division Nov, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9937872886657715
4,Delightful,"Flipkart Customer , Rajahmundry Nov, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.5693291425704956
5,Just wow!,"Nice product Suraj Pathak , Rae Bareli Nov, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9990335702896118
5,Excellent,"Amazing Dheeraj Verma , Noida Nov, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9996391534805298
5,Simply awesome,"Nice camera.. excellent Srikant kumar Patnaik , Presidency Division Nov, 2024",Positive,0.8,Positive,0.7579,POSITIVE,0.9998261332511902
5,Classy product,"Awesome product Muzahid Pathan , Kandhla Nov, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9995853304862976
5,Wonderful,"All good Sohail Rahman , Godda Sep, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9988313317298889
5,Simply awesome,"Totally awesome Basavaraj Angadi Custome , Bengaluru Nov, 2024",Positive,1.0,Positive,0.659,POSITIVE,0.9997708201408386
5,Classy product,"Best iphone in this year 2024...Without any doubt go for it Rohit Paul , Agartala Nov, 2024",Positive,1.0,Positive,0.4019,POSITIVE,0.999292254447937
5,Awesome,"Rahul Mistri , Jammu Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9733883142471313
3,Just okay,"Muskan S , Aurangabad Nov, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8986291885375977
4,Very Good,"Go for the pro models! its better to invest little more for the upgradation. Satyam Raj , Noida Nov, 2024",Positive,0.2708333333333333,Positive,0.4926,NEGATIVE,0.9995259046554565
5,Must buy!,"Nice picture and value for money Flipkart Customer , New Delhi Nov, 2024",Positive,0.36818181818181817,Positive,0.6369,POSITIVE,0.9997337460517883
5,Best in the market!,"Sanaullah , New Delhi Nov, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.9939960241317749
5,Terrific,"One of the best compact phones.But it needs some updates on the screen segment. Sanu Dutta , Garulia Nov, 2024",Positive,1.0,Positive,0.6369,NEGATIVE,0.9807333946228027
5,Perfect product!,"Tremendous deal Aamir Mohammad Khan , Bhopal Oct, 2024",Positive,0.3333333333333333,Neutral,0.0,POSITIVE,0.9997683167457581
5,Terrific,"Awesome Product Flipkart Customer , Kotdwara Oct, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9997429251670837
5,Super!,"All components good wor Rahul Shreevas , Greater Noida Oct, 2024",Positive,0.6,Positive,0.6597,POSITIVE,0.9996091723442078
5,Worth every penny,"Nice product, good performance, Bachcha Singh , Kathua Oct, 2024",Positive,0.6499999999999999,Positive,0.6908,POSITIVE,0.9998568296432495
4,Worth the money,"Outstanding camera performance far better than iPhone 13 But Battery same as iPhone 13 Design great light weight feel premium Rohit Roy , Raiganj Oct, 2024",Positive,0.38333333333333336,Positive,0.8779,POSITIVE,0.9974589943885803
3,Does the job,"pradeep rathode , Bengaluru Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.994178056716919
5,Terrific,"The product is good and the delivery experience was superb. Kollol Das , Lower Assam Division Oct, 2024",Positive,0.85,Positive,0.7003,POSITIVE,0.9998254179954529
5,Perfect product!,"My iPhone 15 is a significant improvement over my OnePlus Nord 2, and I am very happy with the upgrade. The 5 years of change is indescribable, since you need to live it to experience it. I use my phone like a Swiss Army knife. The quality of the Swiss Army knife is excellent, and if you have a problem, it probably has a solution. Do you need to sharpen a stick to roast marshmallows over the fireplace? The knife will make short work and get straight to the point. However, if a bear attacks yo... Sourav Khan , Balarampur Puruliya District Oct, 2024",Positive,0.4518939393939394,Positive,0.9117,POSITIVE,0.9954093098640442
4,Really Nice,"Decent phone with decent camera. Nowadays you should buy Apple only for its ecosystem. Otherwise go for android. Shubham Sharma , Amritsar Jan, 2024",Positive,0.1111111111111111,Neutral,0.0,NEGATIVE,0.9829121828079224
5,Worth every penny,"Nice AYAN BISWAS , New Delhi Oct, 2024",Positive,0.36818181818181817,Positive,0.4215,POSITIVE,0.99968421459198
5,Perfect product!,"excellent Akula Raj Smaran , Hyderabad Feb, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.9997299313545227
5,Simply awesome,"Supar phone Flipkart Customer , New Delhi Jan, 2024",Positive,0.13636363636363635,Neutral,0.0,NEGATIVE,0.9798616170883179
4,Delightful,"Original product received Mohini Sharma , Meerut Oct, 2024",Positive,0.375,Positive,0.3182,POSITIVE,0.9923645257949829
5,Highly recommended,"Amazing performance. Flipkart Customer , Ambala Oct, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9997660517692566
5,Wonderful,"Owsm product Suhail Malik , Meerut Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8194830417633057
5,Classy product,"As usual iPhones are always a great buy. Dr Shahab Mohammed Sayeed , Jodhpur Oct, 2024",Positive,0.275,Positive,0.6249,POSITIVE,0.9978688955307007
5,Terrific purchase,"Smooth performance and Camera quality are so Good S M , Birbhum District Oct, 2024",Positive,0.55,Positive,0.5777,POSITIVE,0.9997718930244446
5,Worth every penny,"Best ca Sheikh Anwar , Bhopal Oct, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9967341423034668
5,Super!,"I love iPhone Flipkart Customer , Konkan Division Oct, 2024",Positive,0.5,Positive,0.6369,POSITIVE,0.9934199452400208
1,Worthless,"Very bad display performance Uday Kumar , New Delhi Oct, 2024",Negative,-0.3868181818181817,Negative,-0.5849,NEGATIVE,0.9997549653053284
5,Mind-blowing purchase,"Best phone In this price Maqdum Khan , Konkan Division Oct, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9955481290817261
5,Awesome,"Good..., Ramanand Singh , New Delhi Oct, 2024",Positive,0.41818181818181815,Neutral,0.0,POSITIVE,0.9998600482940674
3,Sachin Poojary,"After using one weak I did not find any heating issues or lagging issues in the phone just go for it , Mangaluru Oct, 2024",Negative,-0.375,Negative,-0.6124,NEGATIVE,0.9992285966873169
5,Just wow!,"Osm phone souvik mitra , Purba Bardhaman District Oct, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9814521670341492
5,Excellent,"Flipkart Customer , Kota Oct, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.8244327902793884
5,Perfect product!,"Kuldeep Singh , New Delhi Oct, 2024",Positive,0.13636363636363635,Neutral,0.0,POSITIVE,0.9962882995605469
5,Brilliant,"Best experience Sri Srinivas , West Godavari Jan, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.997914731502533
4,Value-for-money,"Suman Ghara , Tamluk Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9869067668914795
5,Just wow!,"Nice phone Umesh Choudhary , Vasai Virar Oct, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.7411554455757141
4,Good choice,"surendranath gandla , Hyderabad Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9834624528884888
4,Nice product,"Awesome Azeem Husain , Rudrapur Oct, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9996731281280518
3,Decent product,"Camera is not so much good. Flipkart Customer , Bhubaneswar Oct, 2024",Positive,0.7,Negative,-0.3843,NEGATIVE,0.9997535347938538
5,Classy product,"Nice colour... awesome look...all over good PAYEL MANDAL , Kolkata Oct, 2024",Positive,0.7666666666666666,Positive,0.8689,POSITIVE,0.9998682737350464
5,Highly recommended,"Awesome delivery by Flipkart, One Day delivery best... Sheetal Maity , Bengaluru Oct, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9998077750205994
5,Terrific,"Flipkart Customer , Ahmedabad Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.6645247340202332
5,Super!,"Good camera quality and performance of mobile excellent,but only drawback is battery mah and small display. pratap kumar nayak-biju , Baleshwar Oct, 2024",Positive,0.15,Positive,0.4404,POSITIVE,0.5683135986328125
5,Perfect product!,"I like but battery quality slightly low Md Salim Uddin , Hanamkonda Jan, 2024",Neutral,0.0,Negative,-0.1181,NEGATIVE,0.9979665279388428
5,Best in the market!,"Awesome products Shivam Kumar , Ghaziabad Jan, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9997139573097229
5,Terrific purchase,"Eunus Parvez , Lakhipur Goalpara District Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.973323404788971
5,Worth every penny,"Awesome Deepu swarnkar , Udham Singh Nagar Jan, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9996905326843262
4,Good choice,"Very good MOHD AZAM , New Delhi Oct, 2024",Positive,0.5231818181818182,Positive,0.4927,POSITIVE,0.9998303651809692
5,Excellent,"SOumen Saha , Murshidabad Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.5923863053321838
4,Really Nice,"Shahil Verma , Kharora Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9859703183174133
3,Useless product,"Heat issue during charging and slow charging Mosaraf Hossain , Burdwan Feb, 2024",Negative,-0.30000000000000004,Neutral,0.0,NEGATIVE,0.9860191345214844
4,Really Nice,"Excellent Aniket Singh , Greater Noida Oct, 2024",Positive,0.75,Positive,0.7351,POSITIVE,0.99974125623703
5,Terrific purchase,"Excellent Tusharika Debbarma , Agartala Oct, 2024",Positive,1.0,Positive,0.5719,POSITIVE,0.9995478987693787
4,Value-for-money,"Product was amazing but some heating issue. Very nice phone. Neeraj Kumar , New Delhi Oct, 2024",Positive,0.5054545454545455,Positive,0.7607,POSITIVE,0.9984548091888428
5,Super!,"outstanding Nabajyoti paw , Jorhat District Feb, 2024",Positive,0.5,Positive,0.6124,POSITIVE,0.9992990493774414
5,Great product,"Awesome Avinash Pathak , Kolkata Oct, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9997275471687317
5,Just wow!,"Awesome Pavan Kumar M M , Bangalore Jan, 2024",Positive,1.0,Positive,0.6249,POSITIVE,0.9981232285499573
5,Excellent,"Performance Is Best Pankaj Kumar Maurya , Biharsharif Oct, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9996005892753601
5,Simply awesome,"Nice battery backup, overall good but have some heat issue Priyabrata Dutta , Bhadreswar Oct, 2024",Positive,0.4333333333333333,Positive,0.431,NEGATIVE,0.8704721927642822
5,Best in the market!,"This is nice product Waseem Akram , Gurgaon Jan, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.999582827091217
5,Perfect product!,"As always its best Ravi Bundel , Ajmer Oct, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9994027614593506
5,Great product,"Nice product Atman Pati , Khordha District Oct, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9978378415107727
5,Great product,"First time I purchased iPhone. Feelings are amazing Sanjay Ahirwar , Kangra Oct, 2024",Positive,0.42500000000000004,Positive,0.5859,POSITIVE,0.9997637867927551
3,Decent product,"Apple is Awesome Always Mohammed Irshad , New Delhi Oct, 2024",Positive,0.5681818181818181,Positive,0.6249,POSITIVE,0.9998053908348083
5,Classy product,"Nice product.Must buy. Sandeep Kumar , Darbhanga Feb, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.99958735704422
5,Highly recommended,"Osm and original go for it guys Mohd Aqui , Thakurdwara Oct, 2024",Positive,0.375,Positive,0.3182,POSITIVE,0.993906557559967
5,Awesome,"Over all good Mohan D V Auditor and Tax Consultant , Bengaluru Oct, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9933726787567139
3,Decent product,"Avg not as per expected ganesh swami , Bikaner Oct, 2024",Negative,-0.1,Neutral,0.0,NEGATIVE,0.9943405389785767
5,Best in the market!,"Awesome. Thanks to Flipkart. I am really enjoyed and satisfied VIJAYA KUMAR Durai , Viswanathapuram Oct, 2024",Positive,0.55,Positive,0.9281,POSITIVE,0.9998823404312134
4,Very Good,"Good product. Must buy Gulshan Singh , Ludhiana Oct, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.9996422529220581
5,Wonderful,"Utkarsh Gupta , Jalaun Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9143313765525818
5,Highly recommended,"it like it colour ... i really happy 2 have my product ABHIJEET Santra , Jabalpur Oct, 2024",Positive,0.8,Positive,0.7574,POSITIVE,0.9997773766517639
5,Wonderful,"Nice color apple thanks manish koli , New Delhi Oct, 2024",Positive,0.31212121212121213,Positive,0.6908,POSITIVE,0.9998588562011719
5,Excellent,"Krishnanand Kumar , Patna Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9910978078842163
4,Pretty good,"Nice product Lavkesh Singh Lavkesh Singh , Navi Mumbai Oct, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9995974898338318
4,Wonderful,"Best phone under this price. Camera quality awesome and battery performance is okay. But heating issue in this phone. Ritvik Yadav , New Delhi Oct, 2024",Positive,0.6590909090909091,Positive,0.6808,POSITIVE,0.9775059223175049
5,Worth every penny,"SILPA Tudu , Adra Feb, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9663441181182861
5,Just wow!,"Very Nice Flipkart Customer , Patiala Oct, 2024",Positive,0.78,Positive,0.4754,POSITIVE,0.999686598777771
1,Absolute rubbish!,"It was my first video call with a friend and my phone got hung.... My bad luck or phone issue .. didnt understand Hemant Verma , Ludhiana Oct, 2024",Negative,-0.22499999999999992,Positive,0.4019,NEGATIVE,0.9993225336074829
5,Must buy!,"Zainab , Lucknow Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9894446730613708
5,Worth every penny,"Iphone to iphone h Surya Kumar , Sumerpur Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.8859246373176575
5,Just wow!,"BEST IN THIS PRICE THANK YOU Flipkart Customer , Jaipur Oct, 2024",Positive,1.0,Positive,0.8468,POSITIVE,0.9995853304862976
5,Mind-blowing purchase,"Good but battery camera n performance must be improved as per price. Sandeep Anand , Suratgarh Oct, 2024",Positive,0.7,Positive,0.7269,NEGATIVE,0.9911655783653259
5,Must buy!,"After all its iphone and performance is good. But still 60Hz which is shame. Chandu Koutam , Hanamkonda Oct, 2024",Positive,0.7,Negative,-0.4939,NEGATIVE,0.9925912618637085
5,Terrific purchase,"The product is as expected. Kumar Kunal , Mohali Oct, 2024",Negative,-0.1,Neutral,0.0,NEGATIVE,0.5494470596313477
5,Worth every penny,"Feelings better than other phones when catching in hand you know that ?? I am also know Flipkart Customer , Ludhiana Oct, 2024",Positive,0.325,Positive,0.755,POSITIVE,0.6233913898468018
4,Value-for-money,"All above good Riyaz Uddin , Bankura District Oct, 2024",Positive,0.35,Positive,0.4404,POSITIVE,0.9991995692253113
5,Wonderful,"Awesome Rajesh Kumar , New Delhi Oct, 2024",Positive,0.5681818181818181,Positive,0.6249,POSITIVE,0.9997461438179016
5,Classy product,"Gud phone Munesh Devi , Saharanpur Jan, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9020269513130188
1,Worthless,"Is global stock i am not satisfied Hiiii Hello , Bhubaneshwar Oct, 2024",Negative,-0.125,Negative,-0.3252,NEGATIVE,0.9992846846580505
4,Delightful,"Ankur Maurya , Ayodhya Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9944137334823608
5,Awesome,"Iphone 15 is amazing looks with performance Ayush Roy , Patna Oct, 2024",Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.999785840511322
5,Just wow!,"Very good phone Awadhesh Trivedi , Kanpur Oct, 2024",Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9988327622413635
1,Worst experience ever!,"Doesnt work after 2 days. Even they didnt take any initiative. I received a dead phone. I will suggest to all of you please if u are planning to buy costly phones then buy from the store. I know the store will not provide a huge discount but if you face any issues regarding the phone, they will help you. Flipkart Customer , Howrah Oct, 2024",Positive,0.09999999999999998,Positive,0.2189,NEGATIVE,0.9921309351921082
4,Good choice,"Isha Sharma , Jammu Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9862950444221497
5,Awesome,"Very good Flipkart Customer , Kalyan Oct, 2024",Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998101592063904
4,Wonderful,"Phone is great , the camera is osm but the battery drain very fast especially in ios 18 overall phone is very smooth Hamza Fayaz Dar , Srinagar Oct, 2024",Positive,0.316,Positive,0.3716,NEGATIVE,0.9957770109176636
5,Must buy!,"Great deal, phone is good camera not that level compared to google pixel, overall great product Flipkart Customer , Bengaluru Oct, 2024",Positive,0.575,Positive,0.9022,POSITIVE,0.8719639778137207
5,Classy product,"Nice phone ever Sanjay Kumar , Hilsa Oct, 2024",Positive,0.6,Positive,0.4215,POSITIVE,0.9950748085975647
5,Brilliant,"Excellent phone at very reasonable price Baljeet Singh , Jalandhar Oct, 2024",Positive,0.63,Positive,0.5719,POSITIVE,0.9987780451774597
5,Great product,"Very nice phone IDRISH SEKH , Vasai Virar Oct, 2024",Positive,0.78,Positive,0.4754,POSITIVE,0.9959749579429626
5,Perfect product!,"Tufer Mansuri , Jamnagar Oct, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9214382767677307
4,Worth the money,"Gajanan Rakshe , Aurangabad Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9896221160888672
5,Worth every penny,"Best Anurag Kumar , Muzaffarpur Oct, 2024",Positive,1.0,Positive,0.6369,POSITIVE,0.9992951154708862
4,Nice product,"Gud one but camera is average in this time krishnamani dixit , Saharsa Oct, 2024",Negative,-0.15,Neutral,0.0,NEGATIVE,0.9750235080718994
5,Terrific,"Awesome...my 1st iphone 15 Santosh Kumar , Ambarnath Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9996030926704407
5,Excellent,"Mint green just looking like a wow Flipkart Customer , Madurai Oct, 2024",Negative,-0.05,Positive,0.743,POSITIVE,0.9979021549224854
5,Super!,"Nice phone Thanks u Avinash Singh , Ghazipur Oct, 2024",Positive,0.4,Positive,0.6908,POSITIVE,0.9980243444442749
5,Must buy!,"Trustable , good service I love this phone Arghya Gurey , Kolkata Oct, 2024",Positive,0.6,Positive,0.886,POSITIVE,0.9997320771217346
5,Awesome,"i phone 15 Shifana Shameer , Ernakulam Oct, 2024",Neutral,0.0,Neutral,0.0,NEGATIVE,0.9878165125846863
5,Fabulous!,"Flipkart Customer , Fatehabad Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.566672682762146
5,Terrific,"super phone Flipkart Customer , Fatehabad Oct, 2024",Positive,0.3333333333333333,Positive,0.5994,NEGATIVE,0.8506338000297546
4,Delightful,"Product is really worthful Rajeev Kumar , Jaisalmer Oct, 2024",Positive,0.2,Neutral,0.0,POSITIVE,0.9998641014099121
5,Classy product,"Good processor, perfect screen and little weighted. Sumanth Kumar , Hyderabad Oct, 2024",Positive,0.5041666666666667,Positive,0.765,POSITIVE,0.9994914531707764
5,Perfect product!,"Overall good Kumar R , Bengaluru Oct, 2024",Positive,0.35,Positive,0.4404,POSITIVE,0.9997184872627258
4,Good quality product,"Box was damaged, phone looks very good, awesome touch feel. Neelagandan G , Coimbatore District Feb, 2024",Positive,0.955,Positive,0.688,POSITIVE,0.9993804693222046
4,Nice product,"Good product Aman Singh , Kanpur Oct, 2024",Positive,0.7,Positive,0.4404,POSITIVE,0.999728262424469
5,Highly recommended,"Anshubijoy Kashyap , Golaghat Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9683095812797546
1,Worst experience ever!,"photos not clear, Blurr images from back camera after updating to IOS 18.1. Overheating problem during charging. Plz suggest me how to get the back camera right. Anipta parida , Paradip Oct, 2024",Positive,0.05892857142857143,Negative,-0.555,NEGATIVE,0.9992685914039612
5,Great product,"ANSH CHAUDHARY , Durgapur Oct, 2024",Neutral,0.0,Neutral,0.0,POSITIVE,0.9947248101234436
