rating,title,review_text,date,city,TextBlob_Label,TextBlob_Score,VADER_Label,VADER_Score,BERT_Label,BERT_Score
5,Best in the market!,"iPhone 16 is great in design, performance, battery life is great although charging is slow. Casual photography is great although lacks in detail but night photos are good, videography is great , black colour is excellent.",Nov 2024,Krishnanagar,Positive,0.437037037037037,Positive,0.9738,POSITIVE,0.9998170733451843
4,Value-for-money,Good quality camera,Jan 2026,Rajgir,Positive,0.7,Positive,0.4404,POSITIVE,0.9998619556427002
4,Wonderful,Its light weight and for that hand fell is ultimate. Also the low light camera and protriant mode is amazing . Only the issue is battery while other phones at this size and weights still gives more battery backup,Nov 2025,Barpeta,Positive,0.22187500000000002,Positive,0.7096,POSITIVE,0.9966907501220703
5,Worth every penny,Good specifications and good performance Nijil P,Oct 2025,Kozhikode,Positive,0.7,Positive,0.7003,POSITIVE,0.9998185038566589
5,Awesome,This phone good design,Nov 2025,New Delhi,Positive,0.7,Positive,0.4404,POSITIVE,0.9996815919876099
4,Delightful,Overall good phone,Oct 2025,New Delhi,Positive,0.35,Positive,0.4404,POSITIVE,0.999849796295166
4,Worth the money,Wowed camera so good,Oct 2025,Garhwal Division,Positive,0.7,Positive,0.7778,POSITIVE,0.9998747110366821
4,Wonderful,Over all performance is good,Oct 2025,Sipcot Thervoy Kandigal,Positive,0.7,Positive,0.4404,POSITIVE,0.9998606443405151
4,Good quality product,"The phone is good, but the battery is draining very fast",Oct 2025,Meerut Division,Positive,0.48,Positive,0.2382,NEGATIVE,0.9883036613464355
4,Good quality product,Totally satisfied with my first iphone but battery backup could be improved,Oct 2025,Loni,Positive,0.375,Positive,0.7349,NEGATIVE,0.7647421360015869
5,Highly recommended,Best i phone 16. Original product and open delivery option is great.,May 2025,Konkan Division,Positive,0.54375,Positive,0.891,POSITIVE,0.9996764659881592
5,Wonderful,Delivery service was good. And phone is awesome.,Jan 2025,Patna,Positive,0.85,Positive,0.7906,POSITIVE,0.9998459815979004
5,Fabulous!,Thanks to flipkart it is a awesome phone,Aug 2025,Barpeta,Positive,0.6,Positive,0.7906,POSITIVE,0.9998495578765869
5,Wonderful,"My first ever Iphone and I am really happy with the purchase. If anybody is looking for a change . Display is good, battery life is good. Camera is amazing.",Jun 2025,Ranchi,Positive,0.6100000000000001,Positive,0.9273,POSITIVE,0.9998558759689331
5,Simply awesome,I loved this product,Oct 2025,Pune Division,Positive,0.7,Positive,0.5994,POSITIVE,0.9998711347579956
5,Mind-blowing purchase,Value of money . Uppi,Oct 2025,Bengaluru,Neutral,0.0,Positive,0.34,POSITIVE,0.9975588321685791
2,Bad quality,Display blinking in pink colour,Apr 2025,New Delhi,Negative,-0.1,Neutral,0.0,NEGATIVE,0.971433699131012
5,Wonderful,Excluding memory and battery rest all good,Dec 2024,Kalyan,Positive,0.7,Positive,0.4404,NEGATIVE,0.9630985856056213
5,Highly recommended,Every thing is fine but the only concern is with the battery health.,Oct 2025,Mohali,Positive,0.20833333333333334,Positive,0.1027,NEGATIVE,0.9611459374427795
5,Best in the market!,Camera quality is too good,Oct 2025,Lower Assam Division,Positive,0.7,Positive,0.4404,POSITIVE,0.9994780421257019
5,Excellent,Excellent mobile,Oct 2025,Jaipur Division,Positive,1.0,Positive,0.5719,POSITIVE,0.9998428821563721
5,Great product,nice product and also seller.,Oct 2025,Mumbai,Positive,0.6,Positive,0.4215,POSITIVE,0.9997028708457947
5,Awesome,Just love my first Iphone.,Aug 2025,Bengaluru,Positive,0.375,Positive,0.6369,POSITIVE,0.9995463490486145
5,Brilliant,Phone received in good quality. Bought it in great price in sale. The delivery was delayed. Simply best just go for it if you are iphone fan. I was thinking to buy 16e but its just like iPhone X . Instead for 16. Not used to the new side camera button. Lets see.,Jul 2025,Navi Mumbai,Positive,0.6590909090909091,Positive,0.8608,NEGATIVE,0.8126401305198669
5,Classy product,Go for 15 ya 16 pro,Jun 2025,Faridabad,Neutral,0.0,Neutral,0.0,NEGATIVE,0.8222324848175049
5,Super!,All over good Bhagwan sahay prajapat,Mar 2025,Jaipur District,Positive,0.7,Positive,0.4404,POSITIVE,0.9991517066955566
4,Value-for-money,First time purchasing iPhone 16 mobile super high security thirumala naidu,Jan 2025,Yemmiganur,Positive,0.24777777777777776,Positive,0.743,POSITIVE,0.9838195443153381
5,Brilliant,Its very nice that I have upgraded my iphone 13 to an iPhone 16,Jan 2025,Rangareddy District,Positive,0.78,Positive,0.4754,POSITIVE,0.9992978572845459
5,Just wow!,Nice products im happy thanks Pujum yomgam Yomgam,Oct 2024,Along,Positive,0.5333333333333333,Positive,0.8555,POSITIVE,0.9996618032455444
4,Wonderful,Better than 15 and 14,Oct 2025,Faridabad Division,Positive,0.5,Positive,0.4404,POSITIVE,0.9996212720870972
4,Good quality product,"It was a good 1st time experience, switching , enjoying using it. The seller is also authentic my iphone is not pre activated. It overall a good",Oct 2025,Delhi Division,Positive,0.48,Positive,0.8481,POSITIVE,0.9983286261558533
4,Good choice,Amazing quality satish rana,Oct 2025,Nahan,Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9998530149459839
4,Delightful,Phone is good but refresh rate is less over all good phone,Jan 2025,,Positive,0.41111111111111115,Positive,0.7003,NEGATIVE,0.9805462956428528
4,Worth the money,Good prasad veera,Jan 2025,Hyderabad,Positive,0.7,Positive,0.4404,POSITIVE,0.9997606873512268
5,Just wow!,Good performance and camera quality is amazing for this iPhone built quality is good. And battery is not decent but good.,Apr 2025,Mumbai,Positive,0.5233333333333333,Positive,0.8462,POSITIVE,0.9993492960929871
5,Wonderful,Thank you So much Flipkart,Nov 2025,,Positive,0.2,Positive,0.3612,POSITIVE,0.9998620748519897
3,Just okay,Battery too much drain,Dec 2025,Jaipur Division,Positive,0.2,Neutral,0.0,NEGATIVE,0.9996647834777832
3,Just okay,Good but it too smoll,Nov 2025,Dimapur,Positive,0.7,Positive,0.2382,NEGATIVE,0.9958130717277527
3,Decent product,Heating issues Gaurav pundir,Oct 2025,Ghaziabad,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9836233258247375
5,Simply awesome,Good product singh,Oct 2025,Najibabad,Positive,0.7,Positive,0.4404,POSITIVE,0.9998495578765869
3,Decent product,It heats like a pan in 2 mins of use,Jun 2025,Pune,Neutral,0.0,Positive,0.3612,NEGATIVE,0.996100664138794
5,Highly recommended,After only one phone is there which is known as i,Oct 2025,Konkan Division,Neutral,0.0,Neutral,0.0,NEGATIVE,0.997465968132019
5,Excellent,good camera setting. little hard to manage this phone,Apr 2025,Gurugram,Positive,0.07361111111111109,Positive,0.4201,NEGATIVE,0.9538299441337585
5,Best in the market!,Superbbb performance,Jul 2025,Dharampur Industrial Estate,Neutral,0.0,Neutral,0.0,POSITIVE,0.9997166991233826
4,Does the job,Battery life is not good,Oct 2025,Pune,Negative,-0.35,Negative,-0.3412,NEGATIVE,0.9997337460517883
5,Super!,nice phone it also have great performance and battery capacity.,Oct 2025,Garhakota,Positive,0.7,Positive,0.7845,POSITIVE,0.999744713306427
5,Must buy!,iPhone 16 white is awesome. Balaji K,Aug 2025,Chennai,Positive,0.5,Positive,0.6249,POSITIVE,0.9997820258140564
5,Wonderful,But this device is notable to beat my poco X7 pro,Oct 2025,Hardwar District,Positive,0.5,Neutral,0.0,POSITIVE,0.9967579245567322
5,Classy product,Very nice product Ram niwash,Nov 2025,Delhi Division,Positive,0.78,Positive,0.4754,POSITIVE,0.9931086301803589
5,Must buy!,Its best product and flipkart is best online purchase app,Jan 2026,Ahmedabad,Positive,1.0,Positive,0.8555,POSITIVE,0.9993740916252136
5,Wonderful,Nothing to say anything to apple. Its built like that,Jan 2026,Faridabad,Neutral,0.0,Positive,0.3612,NEGATIVE,0.9993610978126526
5,Terrific purchase,Strongly recommend T B,Oct 2025,Chittoor District,Positive,0.43333333333333335,Positive,0.5574,POSITIVE,0.9996343851089478
5,Wonderful,Best in this price range.,Jan 2026,Kachchh District,Positive,1.0,Positive,0.6369,POSITIVE,0.9996339082717896
5,Terrific,Everything is perfect.. sale price.,Oct 2025,Saharanpur,Positive,1.0,Neutral,0.0,POSITIVE,0.9998823404312134
2,Slightly disappointed,"Battery back up is not good, its draining too fast even when phone is idle",Jan 2026,Sangareddy,Negative,-0.04999999999999999,Negative,-0.3412,NEGATIVE,0.9994891881942749
2,Bad quality,Black clour bery bad rekibul islam,Jan 2026,Lower Assam Division,Negative,-0.43333333333333324,Negative,-0.5423,NEGATIVE,0.993938684463501
5,Brilliant,Other than the low screen resolution everything of this phone is perfect can be a great phone for 1st time apple user,Jan 2026,Kalyan,Positive,0.41875,Positive,0.7717,POSITIVE,0.9982909560203552
5,Worth every penny,Simply gotta love it daksh jirati,Jan 2026,Indore,Positive,0.25,Positive,0.6369,POSITIVE,0.9997232556343079
1,Terrible product,Too much hot while using camera worst experience,Jan 2026,Saharanpur,Negative,-0.375,Negative,-0.6249,NEGATIVE,0.9995786547660828
5,Mind-blowing purchase,I am satisfied product is nice,Jan 2026,Gurgaon,Positive,0.55,Positive,0.6808,POSITIVE,0.999847412109375
5,Super!,"Very nice product , but the screen size is a bit small to my liking . Also the screen hurts my eyes in the night . One plus is a better phone",Jan 2026,Thane,Positive,0.3433333333333333,Positive,0.6482,NEGATIVE,0.9946408271789551
5,Excellent,awesome and very good product Dholu jaat Kaswan,Jan 2026,Gurugram,Positive,0.955,Positive,0.807,POSITIVE,0.9998387098312378
1,Absolute rubbish!,Worst mobile S.. Vaheed,Jan 2026,Hyderabad,Negative,-1.0,Negative,-0.6249,NEGATIVE,0.9998089671134949
5,Mind-blowing purchase,Amazing purchase,Jan 2026,Gurugram,Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9998840093612671
1,Terrible product,Lots of bugs in every new update,Jan 2026,New Delhi,Positive,0.13636363636363635,Neutral,0.0,NEGATIVE,0.9989380240440369
5,Classy product,Received good quality I phone,Jan 2026,New Delhi,Positive,0.7,Positive,0.4404,POSITIVE,0.9997981190681458
5,Mind-blowing purchase,Very nice product. Amazing experience with this phone. Camera is awesome and very smooth working. I really like this phone .,Jan 2026,Paschim Bardhaman,Positive,0.62,Positive,0.9331,POSITIVE,0.9998406171798706
4,Pretty good,Full value for money,Jan 2026,Ambala,Positive,0.35,Positive,0.34,POSITIVE,0.9975920915603638
4,Nice product,Good phone. Battery health not that good,Jan 2026,Pune,Positive,0.7,Positive,0.1265,NEGATIVE,0.9941844344139099
4,Pretty good,rashid chaudhary,Jan 2026,Muzaffarnagar,Neutral,0.0,Neutral,0.0,POSITIVE,0.9794613122940063
5,Must buy!,Phone is very good loved it 24 Parganas,Jan 2026,North,Positive,0.8049999999999999,Positive,0.8111,POSITIVE,0.9996102452278137
5,Excellent,Best ever in this price,Jan 2026,Ghaziabad,Positive,1.0,Positive,0.6369,POSITIVE,0.9998169541358948
5,Classy product,For security wise this is the best .,Jan 2026,Pimpri Chinchwad,Positive,0.85,Positive,0.8658,POSITIVE,0.9997838139533997
5,Super!,. Product is awesome.,Jan 2026,Aligarh,Positive,1.0,Positive,0.6249,POSITIVE,0.9998786449432373
4,Good quality product,Very nice looking,Jan 2026,Amravati,Positive,0.78,Positive,0.4754,POSITIVE,0.9998632669448853
5,Terrific,It feels premium .,Oct 2025,North Twenty Four Parganas District,Neutral,0.0,Neutral,0.0,POSITIVE,0.9985306262969971
5,Best in the market!,What a Product what a camera beautiful mobile hai,Jan 2026,Jaipur,Positive,0.85,Positive,0.5994,POSITIVE,0.9995520710945129
5,Great product,phone smooth and have great performance Sayyed parvez Ali,Jan 2026,New Delhi,Positive,0.6000000000000001,Positive,0.6249,POSITIVE,0.8818077445030212
5,Simply awesome,What a fantastic phone. Iphone always iphone anilraj Koothur,Jan 2026,Kunnamkulam,Positive,0.4,Positive,0.5574,POSITIVE,0.9992826581001282
5,Terrific,"Overall good device,only problem is battery backup and also still 60hz display",Jan 2026,Ernakulam,Positive,0.35,Positive,0.0516,POSITIVE,0.9672073721885681
3,Decent product,Battery capacity Shiva,Oct 2025,Hisar,Neutral,0.0,Neutral,0.0,POSITIVE,0.9755073189735413
5,Terrific,No doubt one of the best phone,Jan 2026,Delhi Division,Positive,1.0,Positive,0.128,POSITIVE,0.999531626701355
3,Decent product,Overall a good phone at this price range,Jan 2026,New Delhi,Positive,0.35,Positive,0.4404,POSITIVE,0.9996116757392883
5,Perfect product!,It is very nice and its material is also very soft.I tried it and I liked it very much.,Jan 2026,Surat,Positive,0.46,Positive,0.7089,POSITIVE,0.9998537302017212
4,Pretty good,It was mentioned it has auto call recording facility but its not working at all,Jan 2026,Bathinda,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9984656572341919
5,Super!,Soo good proformance,Jan 2026,Howrah,Positive,0.7,Positive,0.4404,POSITIVE,0.9995940327644348
5,Super!,mukardamwala Salman,Jan 2026,Bharuch,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9325082302093506
5,Best in the market!,"Nice and sturdy and easy to use with 1 hand at reasonable, however recommend to go for iPhone 17 if budget allows.",Jan 2026,Bengaluru,Positive,0.41111111111111104,Positive,0.886,POSITIVE,0.9973543882369995
5,Simply awesome,Premium phone ever,Jan 2026,Nichlaul,Neutral,0.0,Neutral,0.0,POSITIVE,0.9839837551116943
4,Wonderful,"iphone 16 box was bit dusty with lot of stickers . Other than that, original brand new unused piece. Camera of iphone 16 is great with focal and macro mode. Cinematic video is amazing",Jan 2026,Thrissur,Positive,0.19805194805194806,Positive,0.8807,POSITIVE,0.928989589214325
5,Super!,Nice phone it was one best series in this brand,Jan 2026,Baddi,Positive,0.8,Positive,0.7906,POSITIVE,0.9989940524101257
5,Perfect product!,"Overall, my experience has been good and satisfactory.",Jan 2026,Kalol Gandhinagar District,Positive,0.35,Positive,0.6597,POSITIVE,0.9998413324356079
5,Best in the market!,Good performance nice phone,Jan 2026,Hamirpur,Positive,0.6499999999999999,Positive,0.6908,POSITIVE,0.9998108744621277
5,Worth every penny,Good phone Ankita gupta,Jan 2026,Rampur Naikin,Positive,0.7,Positive,0.4404,POSITIVE,0.9984689354896545
1,Terrible product,Disappointed. Haritha,Jan 2026,Chennai,Negative,-0.75,Negative,-0.4767,NEGATIVE,0.9997369647026062
4,Pretty good,Good professional,Jan 2026,Kosi Division,Positive,0.39999999999999997,Positive,0.4404,POSITIVE,0.9998517036437988
5,Brilliant,Excellent rajpal singh rathore,Jan 2026,Chittaurgarh District,Positive,1.0,Positive,0.5719,POSITIVE,0.9998050332069397
5,Terrific purchase,Very good love it.,Jan 2026,Hailakandi,Positive,0.705,Positive,0.8258,POSITIVE,0.9998760223388672
4,Nice product,Smooth use love it,Jan 2026,Chittur Thathamangalam,Positive,0.45,Positive,0.6369,POSITIVE,0.999845027923584
5,Mind-blowing purchase,Amazing as apple provide,Jan 2026,Sardarshahar,Positive,0.6000000000000001,Positive,0.5859,POSITIVE,0.9998832941055298
5,Just wow!,Very good mobile,Jan 2026,Abohar,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998651742935181
5,Just wow!,Evry time best flipkart thanks,Sep 2025,Jambusar,Positive,0.6,Positive,0.7964,POSITIVE,0.9998026490211487
4,Nice product,Amazing product with great deal on flipkart Rahul verma,Jan 2026,Sahibzada Ajit Singh Nagar,Positive,0.7000000000000001,Positive,0.836,POSITIVE,0.9998624324798584
5,Brilliant,soooo Happyyyyy to buy,Jan 2026,Kanpur Division,Neutral,0.0,Neutral,0.0,POSITIVE,0.9990488886833191
5,Super!,Its so much amazing i just loved it and the colour is also so good,Jan 2026,Delhi Division,Positive,0.6666666666666666,Positive,0.9139,POSITIVE,0.9998869895935059
5,Terrific purchase,I like it product,Jan 2026,Chavakkad,Neutral,0.0,Positive,0.3612,POSITIVE,0.9996964931488037
4,Delightful,Pardeep vashist Sharma,Oct 2025,,Neutral,0.0,Neutral,0.0,POSITIVE,0.9930063486099243
5,Super!,Good nice product,Jan 2026,Delhi Division,Positive,0.6499999999999999,Positive,0.6908,POSITIVE,0.9998666048049927
5,Mind-blowing purchase,My first iPhone best experience,Jan 2026,Jaipur Division,Positive,0.625,Positive,0.6369,POSITIVE,0.9303523898124695
5,Awesome,Very nice but some bugs needs to be fixed,Oct 2025,Kamrup Metropolitan District,Positive,0.44,Positive,0.2609,NEGATIVE,0.9989336133003235
5,Fabulous!,Video recording quality clarity,Jan 2026,New Delhi,Neutral,0.0,Positive,0.4019,POSITIVE,0.9997609257698059
5,Classy product,Good but high price without offers B,Jan 2026,Bhadradri Kothagudem,Positive,0.32,Positive,0.2382,POSITIVE,0.9712230563163757
5,Worth every penny,Good a this product and so i am satisfied this product,Jan 2026,Muzaffarnagar,Positive,0.6,Positive,0.7165,POSITIVE,0.9998107552528381
5,Simply awesome,Nice product yasmeen shaikh,Jan 2026,Mumbai,Positive,0.6,Positive,0.4215,POSITIVE,0.9996169805526733
5,Just wow!,Best and awesome phone till date,Jan 2026,Ambedkar Nagar District,Positive,1.0,Positive,0.8519,POSITIVE,0.9998602867126465
5,Super!,This phone very good,Nov 2025,Pune Division,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998173117637634
5,Terrific purchase,Super I phone 101 Indian original mobile i m happy to this thak you flipcart,Jan 2026,Surat,Positive,0.5027777777777778,Positive,0.872,POSITIVE,0.986566960811615
5,Excellent,so far the best performance i have experinced in a phone ! really amazing..,Oct 2025,Thane,Positive,0.5666666666666668,Positive,0.6962,POSITIVE,0.9998613595962524
5,Excellent,Definitely it is an improved version compared to the older models in terms of performance and battery life. Noticeable changes after 12.,Jan 2026,Bengaluru,Positive,0.08333333333333333,Positive,0.7003,POSITIVE,0.9992546439170837
5,Terrific purchase,Great... I need one more phone,Jan 2026,Kurukshetra,Positive,0.65,Neutral,0.0,POSITIVE,0.994020402431488
5,Terrific purchase,Never think twice go for iPhone 16 . You will not regret. It will change your thinking about iOS . Everything is easy. You will love it. Battery is quite good .,Jan 2026,Mathabhanga,Positive,0.5444444444444444,Positive,0.9122,POSITIVE,0.9998311996459961
5,Fabulous!,Nice one..looks classy..!,Jan 2026,Chakan,Positive,0.3625,Positive,0.4753,POSITIVE,0.9998528957366943
4,Delightful,Nice product thnku flipkart,Jan 2026,Ateli,Positive,0.6,Positive,0.4215,POSITIVE,0.9987724423408508
5,Wonderful,Best sound quality,Jan 2026,Nalbari,Positive,0.7,Positive,0.6369,POSITIVE,0.9997954964637756
5,Perfect product!,"Amazing experience, battery experience, camera quality all are good.",Jan 2026,Pune,Positive,0.65,Positive,0.7717,POSITIVE,0.999871015548706
5,Best in the market!,Go for higher storage like 256 gb,Jan 2026,Thane,Positive,0.25,Positive,0.3612,NEGATIVE,0.98597252368927
5,Excellent,Excellent quality and service,Jan 2026,Sahibzada Ajit Singh Nagar,Positive,1.0,Positive,0.5719,POSITIVE,0.9998694658279419
4,Useless product,Battery quality is very poor,Jan 2026,Greater Noida,Negative,-0.52,Negative,-0.5256,NEGATIVE,0.999785840511322
5,Mind-blowing purchase,I have gift to my brother Mohd azar Hussain,Jan 2026,Hyderabad,Neutral,0.0,Positive,0.4404,POSITIVE,0.9996383190155029
5,Terrific,thank you flipkat,Jan 2026,Indore,Neutral,0.0,Positive,0.3612,POSITIVE,0.9998164772987366
5,Terrific,Its orginal and genuine product Im happy bcz I got unused product happy for buying online,Jan 2026,Jaipur,Positive,0.6666666666666666,Positive,0.8126,POSITIVE,0.5202462673187256
3,Does the job,"Babal item I would say that , camera is good and battery is not good but performance is better than any android",Jan 2026,Bhagalpur,Positive,0.2833333333333333,Positive,0.775,POSITIVE,0.9988012313842773
5,Classy product,Very nice product thanks flipkart love you,Jan 2026,Ballarpur,Positive,0.49333333333333335,Positive,0.8874,POSITIVE,0.9998759031295776
5,Just wow!,Amazing phone. Great battery life and great camera,Jan 2026,Mumbai,Positive,0.7333333333333334,Positive,0.9186,POSITIVE,0.999860405921936
5,Terrific,I bought it in open box delivery was smooth I shifted 16 and boy I love this product iPhone is a statement super performance simply go for it,Jan 2026,Pune,Positive,0.24666666666666667,Positive,0.8442,POSITIVE,0.9978880286216736
5,Classy product,Loving the new IPhone 16 design and camera. The phone is lighter than previous models. Good phone at the price.,Sep 2025,New Delhi,Positive,0.3174242424242424,Positive,0.7783,POSITIVE,0.9997467398643494
1,Worst experience ever!,Display and performance of speaker is very bad. Speaker have very pro Gaurav kaushik,Jan 2026,Palwal,Negative,-0.35499999999999987,Negative,-0.5849,NEGATIVE,0.9997302889823914
1,Hated it!,Phone is hanging and silent button not working,Jan 2026,Vasai Virar,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9995667338371277
1,Absolute rubbish!,Very poor battery performance Rahul kale,Sep 2025,Pune,Negative,-0.52,Negative,-0.5256,NEGATIVE,0.9998062252998352
5,Super!,Best mobile in budget,Jan 2026,Pune District,Positive,1.0,Positive,0.6369,POSITIVE,0.9990185499191284
5,Must buy!,As expected Ashis kumar Roy,Jan 2026,Dhanyakuria,Negative,-0.1,Neutral,0.0,POSITIVE,0.8686022758483887
5,Highly recommended,A very good and wonderful product i received mohit awana,Dec 2025,Noida,Positive,0.955,Positive,0.7996,POSITIVE,0.9998799562454224
5,Great product,Perfect phone best choice,Dec 2025,Pali,Positive,1.0,Positive,0.836,POSITIVE,0.9995201826095581
5,Must buy!,Very nice iPhone and in brand new quality.,Dec 2025,Kangra District,Positive,0.4581818181818182,Positive,0.4754,POSITIVE,0.999871015548706
5,Terrific,Genuine product Varun J Thalapaneni,Dec 2025,Delhi Division,Positive,0.4,Neutral,0.0,POSITIVE,0.9994074106216431
3,Decent product,Good but not good as s24,Dec 2025,Canacona,Positive,0.175,Negative,-0.2867,NEGATIVE,0.9659783244132996
4,Good quality product,Happy with the new update iphone16 Abhijeet wankar,Dec 2025,Bharuch,Positive,0.4681818181818182,Positive,0.5719,POSITIVE,0.9996258020401001
5,Mind-blowing purchase,Camera is awesome Except battery backup everything is,Dec 2025,Silchar,Positive,1.0,Positive,0.6249,POSITIVE,0.9994376301765442
5,Worth every penny,Nice product Abimanyu 7,Dec 2025,Paramathi,Positive,0.6,Positive,0.4215,POSITIVE,0.9990062117576599
5,Super!,Thanks for the phone superb speed and good packaging sagar kambli,Sep 2025,Thane,Positive,0.6333333333333333,Positive,0.872,POSITIVE,0.9997541308403015
5,Just wow!,Got in budget price in sale Till now no issue,Dec 2025,Noida,Neutral,0.0,Negative,-0.296,NEGATIVE,0.977093517780304
5,Terrific purchase,I m so happy with,Dec 2025,Dinanagar,Positive,0.8,Positive,0.6115,POSITIVE,0.9998747110366821
4,Nice product,Nothing to newly about apple pintu maiti,Dec 2025,Thane,Positive,0.13636363636363635,Neutral,0.0,NEGATIVE,0.9972057938575745
3,Camera 310,"Battery 610 Display 710 Audio 810 Dont buy for camera Waste of money, go with samsung s24 ultras25 ultra .",Dec 2025,Surajgarh,Negative,-0.2,Negative,-0.4215,NEGATIVE,0.9899907112121582
5,Highly recommended,Nothing to say Just I loved,Dec 2025,Chennai,Positive,0.7,Positive,0.5994,POSITIVE,0.9996445178985596
1,Hated it!,Phone is good but delivery was worst that i have ever experienced with any e-com platform,Dec 2025,Kanpur,Positive,0.16666666666666666,Negative,-0.6908,NEGATIVE,0.998239278793335
5,Perfect product!,Apple always good no need any special rating Tarlok singh,Dec 2025,Mallanwala Khass,Positive,0.5285714285714286,Positive,0.5267,POSITIVE,0.9973318576812744
5,Wonderful,Love it my first i,Dec 2025,Ranchi,Positive,0.375,Positive,0.6369,POSITIVE,0.9998781681060791
5,Excellent,Best camera quality phone,Dec 2025,Kota,Positive,1.0,Positive,0.6369,POSITIVE,0.9996455907821655
5,Excellent,This phone is superb everything is perfect and flawless and the only problem with is phone is battery nothing else .,Dec 2025,Varanasi,Positive,0.75,Positive,0.8555,POSITIVE,0.9972364902496338
5,Wonderful,awesome azepal Gill,Dec 2025,Firozpur,Positive,1.0,Positive,0.6249,POSITIVE,0.9998397827148438
5,Mind-blowing purchase,Satisfied with product,Dec 2025,Jagdishpur,Positive,0.5,Positive,0.4215,POSITIVE,0.9995802044868469
4,Wonderful,this price Mr. Manek,Dec 2025,Jamnagar,Neutral,0.0,Neutral,0.0,POSITIVE,0.9991746544837952
5,Wonderful,Good work mayur Ambilkar,Dec 2025,Chandrapur,Positive,0.7,Positive,0.4404,POSITIVE,0.9997581839561462
4,Value-for-money,Good ghjdff do hbcxb bcc fh Sanjay saran,Dec 2025,Sardarshahar,Positive,0.7,Positive,0.4404,POSITIVE,0.997761607170105
5,Perfect product!,I like this phone very much Gagan soni,Dec 2025,Rawatsar,Positive,0.26,Positive,0.3612,POSITIVE,0.9984322190284729
5,Must buy!,such a great experience with iphone16 and excellent camera,Dec 2025,Prayagraj,Positive,0.6,Positive,0.8316,POSITIVE,0.9998152852058411
5,Must buy!,best phone for gadget enthusiasts camera is highlight,Dec 2025,Hyderabad,Positive,1.0,Positive,0.8402,POSITIVE,0.9979488253593445
5,Just wow!,Excellent shubham khokade,Dec 2025,Pune Division,Positive,1.0,Positive,0.5719,POSITIVE,0.9997387528419495
5,Excellent,Super experienced Milan,Dec 2025,New Delhi,Positive,0.5666666666666667,Positive,0.5994,POSITIVE,0.9983525276184082
5,Mind-blowing purchase,"Fabulous ,great camera ,design yogesh more",Dec 2025,Nashik,Positive,0.5666666666666668,Positive,0.8176,POSITIVE,0.9998753070831299
5,Worth every penny,"I must say this phone was really Amazing and captured the high quality of pics, specifically the portrait shots are really nice same in the case of videos as well. With good details and battery backup is also fine after using continuously for around 7 to 8 hrs. You can definitely go for it.",Sep 2025,Lucknow,Positive,0.3538095238095238,Positive,0.9402,POSITIVE,0.9990641474723816
5,Great product,"Ive been using it since October 24 till now....and its so amazing to use it. Performance is too good. And coming about the camera , like I cant explain my work. Overall its outstanding to use it so I would tell you people you guys must buy it.",Dec 2025,Chandannagar,Positive,0.45,Positive,0.9356,POSITIVE,0.9996975660324097
4,Pretty good,Good product with light in weight,Dec 2025,Indore,Positive,0.55,Positive,0.4404,POSITIVE,0.999757707118988
5,Must buy!,Outstanding performance and awesome camera khusanavaz shekh,Dec 2025,Varanasi,Positive,0.75,Positive,0.8442,POSITIVE,0.9998695850372314
5,Awesome,Allrounder phone,Dec 2025,Dhaka,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9868550300598145
5,Classy product,First apple phone I ever experienced and it makes me wow,Dec 2025,,Positive,0.38333333333333336,Positive,0.5859,POSITIVE,0.9997850060462952
5,Great product,backup is good as compared with i phone 15,Dec 2025,Ahmedabad,Positive,0.7,Positive,0.4404,POSITIVE,0.9990493655204773
5,Brilliant,Good pr Ramesh kumar,Dec 2025,Hisar Division,Positive,0.7,Positive,0.4404,POSITIVE,0.9998238682746887
4,Worth the money,"Nice product, but the delivery was late.",Dec 2025,Nashik Division,Positive,0.15,Positive,0.2263,NEGATIVE,0.9885836839675903
5,Classy product,Excellent one m m,Dec 2025,Kozhikode,Positive,1.0,Positive,0.5719,POSITIVE,0.9998507499694824
5,Terrific,Apple phones are always market leader,Dec 2025,Greater Noida,Neutral,0.0,Neutral,0.0,POSITIVE,0.9955182671546936
5,Highly recommended,"Product is very good, I like it, value for money",Jan 2026,Raipur Domana,Positive,0.9099999999999999,Positive,0.8111,POSITIVE,0.9998784065246582
5,Excellent,iPhone need no praise. Amazing product.,Dec 2025,Gurgaon,Positive,0.6000000000000001,Positive,0.7351,POSITIVE,0.9991849064826965
5,Must buy!,It is a very good mobile,Dec 2025,Bareilly,Positive,0.9099999999999999,Positive,0.4927,POSITIVE,0.9998517036437988
5,Fabulous!,Everyone know what iphone is amit chhikara,Aug 2025,New Delhi,Neutral,0.0,Neutral,0.0,NEGATIVE,0.9697471857070923
5,Fabulous!,Phone is good but networking is not good Ajay kumar Giri,Dec 2025,Jagdalpur,Positive,0.175,Positive,0.7003,NEGATIVE,0.9966551065444946
